VISIT,VISITNUM,TRTA,TRTAN,PARAMCD,PARAM,Effect,lsmeans,lsmeans_stderr,covariatestructure
WEEK 12,9,Xanomeline Low Dose,54,EOS,Eosinophils (GI/L),TRTAN*VISITNUM,0.1053,0.01715,Unstructured
WEEK 12,9,Xanomeline High Dose,81,EOS,Eosinophils (GI/L),TRTAN*VISITNUM,0.1008,0.01680,Unstructured
WEEK 16,10,Placebo,0,EOS,Eosinophils (GI/L),TRTAN*VISITNUM,-0.03312,0.01586,Unstructured
WEEK 16,10,Xanomeline Low Dose,54,EOS,Eosinophils (GI/L),TRTAN*VISITNUM,0.06570,0.01902,Unstructured
WEEK 16,10,Xanomeline High Dose,81,EOS,Eosinophils (GI/L),TRTAN*VISITNUM,0.08480,0.02058,Unstructured
WEEK 20,11,Placebo,0,EOS,Eosinophils (GI/L),TRTAN*VISITNUM,-0.03783,0.01553,Unstructured
WEEK 20,11,Xanomeline Low Dose,54,EOS,Eosinophils (GI/L),TRTAN*VISITNUM,0.07541,0.02227,Unstructured
WEEK 20,11,Xanomeline High Dose,81,EOS,Eosinophils (GI/L),TRTAN*VISITNUM,0.006858,0.02297,Unstructured
WEEK 24,12,Placebo,0,EOS,Eosinophils (GI/L),TRTAN*VISITNUM,-0.02355,0.01235,Unstructured
WEEK 24,12,Xanomeline Low Dose,54,EOS,Eosinophils (GI/L),TRTAN*VISITNUM,0.02698,0.01902,Unstructured
WEEK 24,12,Xanomeline High Dose,81,EOS,Eosinophils (GI/L),TRTAN*VISITNUM,0.03120,0.01734,Unstructured
WEEK 26,13,Placebo,0,EOS,Eosinophils (GI/L),TRTAN*VISITNUM,-0.03447,0.01762,Unstructured
WEEK 26,13,Xanomeline Low Dose,54,EOS,Eosinophils (GI/L),TRTAN*VISITNUM,0.02702,0.02689,Unstructured
WEEK 26,13,Xanomeline High Dose,81,EOS,Eosinophils (GI/L),TRTAN*VISITNUM,0.003496,0.02604,Unstructured
,_,Placebo,0,HCT,Hematocrit,TRTAN,-0.00409,0.001023,Compound Symmetry
,_,Xanomeline Low Dose,54,HCT,Hematocrit,TRTAN,-0.00950,0.001257,Compound Symmetry
,_,Xanomeline High Dose,81,HCT,Hematocrit,TRTAN,-0.00626,0.001255,Compound Symmetry
WEEK 2,4,Placebo,0,HCT,Hematocrit,TRTAN*VISITNUM,-0.00343,0.002860,Compound Symmetry
WEEK 2,4,Xanomeline Low Dose,54,HCT,Hematocrit,TRTAN*VISITNUM,-0.00800,0.002826,Compound Symmetry
WEEK 2,4,Xanomeline High Dose,81,HCT,Hematocrit,TRTAN*VISITNUM,-0.00571,0.002881,Compound Symmetry
WEEK 4,5,Placebo,0,HCT,Hematocrit,TRTAN*VISITNUM,-0.00439,0.002908,Compound Symmetry
WEEK 4,5,Xanomeline Low Dose,54,HCT,Hematocrit,TRTAN*VISITNUM,-0.01348,0.003043,Compound Symmetry
WEEK 4,5,Xanomeline High Dose,81,HCT,Hematocrit,TRTAN*VISITNUM,-0.00930,0.003103,Compound Symmetry
WEEK 6,7,Placebo,0,HCT,Hematocrit,TRTAN*VISITNUM,-0.00690,0.003050,Compound Symmetry
WEEK 6,7,Xanomeline Low Dose,54,HCT,Hematocrit,TRTAN*VISITNUM,-0.01159,0.003285,Compound Symmetry
WEEK 6,7,Xanomeline High Dose,81,HCT,Hematocrit,TRTAN*VISITNUM,-0.00572,0.003056,Compound Symmetry
WEEK 8,8,Placebo,0,HCT,Hematocrit,TRTAN*VISITNUM,-0.00557,0.003036,Compound Symmetry
WEEK 8,8,Xanomeline Low Dose,54,HCT,Hematocrit,TRTAN*VISITNUM,-0.01355,0.003406,Compound Symmetry
WEEK 8,8,Xanomeline High Dose,81,HCT,Hematocrit,TRTAN*VISITNUM,-0.00742,0.003356,Compound Symmetry
WEEK 12,9,Placebo,0,HCT,Hematocrit,TRTAN*VISITNUM,-0.00651,0.003260,Compound Symmetry
WEEK 12,9,Xanomeline Low Dose,54,HCT,Hematocrit,TRTAN*VISITNUM,-0.01345,0.003423,Compound Symmetry
WEEK 12,9,Xanomeline High Dose,81,HCT,Hematocrit,TRTAN*VISITNUM,-0.00794,0.003373,Compound Symmetry
WEEK 16,10,Placebo,0,HCT,Hematocrit,TRTAN*VISITNUM,-0.00025,0.003167,Compound Symmetry
WEEK 16,10,Xanomeline Low Dose,54,HCT,Hematocrit,TRTAN*VISITNUM,-0.01035,0.003760,Compound Symmetry
WEEK 16,10,Xanomeline High Dose,81,HCT,Hematocrit,TRTAN*VISITNUM,-0.00576,0.004145,Compound Symmetry
WEEK 20,11,Placebo,0,HCT,Hematocrit,TRTAN*VISITNUM,-0.00500,0.003106,Compound Symmetry
WEEK 20,11,Xanomeline Low Dose,54,HCT,Hematocrit,TRTAN*VISITNUM,-0.00616,0.004467,Compound Symmetry
WEEK 20,11,Xanomeline High Dose,81,HCT,Hematocrit,TRTAN*VISITNUM,-0.00733,0.004598,Compound Symmetry
WEEK 24,12,Placebo,0,HCT,Hematocrit,TRTAN*VISITNUM,-0.00210,0.002507,Compound Symmetry
WEEK 24,12,Xanomeline Low Dose,54,HCT,Hematocrit,TRTAN*VISITNUM,-0.00524,0.003768,Compound Symmetry
WEEK 24,12,Xanomeline High Dose,81,HCT,Hematocrit,TRTAN*VISITNUM,-0.00079,0.003489,Compound Symmetry
WEEK 26,13,Placebo,0,HCT,Hematocrit,TRTAN*VISITNUM,-0.00261,0.003616,Compound Symmetry
WEEK 26,13,Xanomeline Low Dose,54,HCT,Hematocrit,TRTAN*VISITNUM,-0.00366,0.005327,Compound Symmetry
WEEK 26,13,Xanomeline High Dose,81,HCT,Hematocrit,TRTAN*VISITNUM,-0.00637,0.005214,Compound Symmetry
,_,Placebo,0,HCT,Hematocrit,TRTAN,-0.00409,0.001023,First Order Autoregressive
,_,Xanomeline Low Dose,54,HCT,Hematocrit,TRTAN,-0.00950,0.001257,First Order Autoregressive
,_,Xanomeline High Dose,81,HCT,Hematocrit,TRTAN,-0.00626,0.001255,First Order Autoregressive
WEEK 2,4,Placebo,0,HCT,Hematocrit,TRTAN*VISITNUM,-0.00343,0.002860,First Order Autoregressive
WEEK 2,4,Xanomeline Low Dose,54,HCT,Hematocrit,TRTAN*VISITNUM,-0.00800,0.002826,First Order Autoregressive
WEEK 2,4,Xanomeline High Dose,81,HCT,Hematocrit,TRTAN*VISITNUM,-0.00571,0.002881,First Order Autoregressive
WEEK 4,5,Placebo,0,HCT,Hematocrit,TRTAN*VISITNUM,-0.00439,0.002908,First Order Autoregressive
WEEK 4,5,Xanomeline Low Dose,54,HCT,Hematocrit,TRTAN*VISITNUM,-0.01348,0.003043,First Order Autoregressive
WEEK 4,5,Xanomeline High Dose,81,HCT,Hematocrit,TRTAN*VISITNUM,-0.00930,0.003103,First Order Autoregressive
WEEK 6,7,Placebo,0,HCT,Hematocrit,TRTAN*VISITNUM,-0.00690,0.003050,First Order Autoregressive
WEEK 6,7,Xanomeline Low Dose,54,HCT,Hematocrit,TRTAN*VISITNUM,-0.01159,0.003285,First Order Autoregressive
WEEK 6,7,Xanomeline High Dose,81,HCT,Hematocrit,TRTAN*VISITNUM,-0.00572,0.003056,First Order Autoregressive
WEEK 8,8,Placebo,0,HCT,Hematocrit,TRTAN*VISITNUM,-0.00557,0.003036,First Order Autoregressive
WEEK 8,8,Xanomeline Low Dose,54,HCT,Hematocrit,TRTAN*VISITNUM,-0.01355,0.003406,First Order Autoregressive
WEEK 8,8,Xanomeline High Dose,81,HCT,Hematocrit,TRTAN*VISITNUM,-0.00742,0.003356,First Order Autoregressive
WEEK 12,9,Placebo,0,HCT,Hematocrit,TRTAN*VISITNUM,-0.00651,0.003260,First Order Autoregressive
WEEK 12,9,Xanomeline Low Dose,54,HCT,Hematocrit,TRTAN*VISITNUM,-0.01345,0.003423,First Order Autoregressive
WEEK 12,9,Xanomeline High Dose,81,HCT,Hematocrit,TRTAN*VISITNUM,-0.00794,0.003373,First Order Autoregressive
WEEK 16,10,Placebo,0,HCT,Hematocrit,TRTAN*VISITNUM,-0.00025,0.003167,First Order Autoregressive
WEEK 16,10,Xanomeline Low Dose,54,HCT,Hematocrit,TRTAN*VISITNUM,-0.01035,0.003760,First Order Autoregressive
WEEK 16,10,Xanomeline High Dose,81,HCT,Hematocrit,TRTAN*VISITNUM,-0.00576,0.004145,First Order Autoregressive
WEEK 20,11,Placebo,0,HCT,Hematocrit,TRTAN*VISITNUM,-0.00500,0.003106,First Order Autoregressive
WEEK 20,11,Xanomeline Low Dose,54,HCT,Hematocrit,TRTAN*VISITNUM,-0.00616,0.004467,First Order Autoregressive
WEEK 20,11,Xanomeline High Dose,81,HCT,Hematocrit,TRTAN*VISITNUM,-0.00733,0.004598,First Order Autoregressive
WEEK 24,12,Placebo,0,HCT,Hematocrit,TRTAN*VISITNUM,-0.00210,0.002507,First Order Autoregressive
WEEK 24,12,Xanomeline Low Dose,54,HCT,Hematocrit,TRTAN*VISITNUM,-0.00524,0.003768,First Order Autoregressive
WEEK 24,12,Xanomeline High Dose,81,HCT,Hematocrit,TRTAN*VISITNUM,-0.00079,0.003489,First Order Autoregressive
WEEK 26,13,Placebo,0,HCT,Hematocrit,TRTAN*VISITNUM,-0.00261,0.003616,First Order Autoregressive
WEEK 26,13,Xanomeline Low Dose,54,HCT,Hematocrit,TRTAN*VISITNUM,-0.00366,0.005327,First Order Autoregressive
WEEK 26,13,Xanomeline High Dose,81,HCT,Hematocrit,TRTAN*VISITNUM,-0.00637,0.005214,First Order Autoregressive
,_,Placebo,0,HCT,Hematocrit,TRTAN,-0.00409,0.001023,Heterogeneous Compound Symmetry
,_,Xanomeline Low Dose,54,HCT,Hematocrit,TRTAN,-0.00950,0.001257,Heterogeneous Compound Symmetry
,_,Xanomeline High Dose,81,HCT,Hematocrit,TRTAN,-0.00626,0.001255,Heterogeneous Compound Symmetry
WEEK 2,4,Placebo,0,HCT,Hematocrit,TRTAN*VISITNUM,-0.00343,0.002860,Heterogeneous Compound Symmetry
WEEK 2,4,Xanomeline Low Dose,54,HCT,Hematocrit,TRTAN*VISITNUM,-0.00800,0.002826,Heterogeneous Compound Symmetry
WEEK 2,4,Xanomeline High Dose,81,HCT,Hematocrit,TRTAN*VISITNUM,-0.00571,0.002881,Heterogeneous Compound Symmetry
WEEK 4,5,Placebo,0,HCT,Hematocrit,TRTAN*VISITNUM,-0.00439,0.002908,Heterogeneous Compound Symmetry
WEEK 4,5,Xanomeline Low Dose,54,HCT,Hematocrit,TRTAN*VISITNUM,-0.01348,0.003043,Heterogeneous Compound Symmetry
WEEK 4,5,Xanomeline High Dose,81,HCT,Hematocrit,TRTAN*VISITNUM,-0.00930,0.003103,Heterogeneous Compound Symmetry
WEEK 6,7,Placebo,0,HCT,Hematocrit,TRTAN*VISITNUM,-0.00690,0.003050,Heterogeneous Compound Symmetry
WEEK 6,7,Xanomeline Low Dose,54,HCT,Hematocrit,TRTAN*VISITNUM,-0.01159,0.003285,Heterogeneous Compound Symmetry
WEEK 6,7,Xanomeline High Dose,81,HCT,Hematocrit,TRTAN*VISITNUM,-0.00572,0.003056,Heterogeneous Compound Symmetry
WEEK 8,8,Placebo,0,HCT,Hematocrit,TRTAN*VISITNUM,-0.00557,0.003036,Heterogeneous Compound Symmetry
WEEK 8,8,Xanomeline Low Dose,54,HCT,Hematocrit,TRTAN*VISITNUM,-0.01355,0.003406,Heterogeneous Compound Symmetry
WEEK 8,8,Xanomeline High Dose,81,HCT,Hematocrit,TRTAN*VISITNUM,-0.00742,0.003356,Heterogeneous Compound Symmetry
WEEK 12,9,Placebo,0,HCT,Hematocrit,TRTAN*VISITNUM,-0.00651,0.003260,Heterogeneous Compound Symmetry
WEEK 12,9,Xanomeline Low Dose,54,HCT,Hematocrit,TRTAN*VISITNUM,-0.01345,0.003423,Heterogeneous Compound Symmetry
WEEK 12,9,Xanomeline High Dose,81,HCT,Hematocrit,TRTAN*VISITNUM,-0.00794,0.003373,Heterogeneous Compound Symmetry
WEEK 16,10,Placebo,0,HCT,Hematocrit,TRTAN*VISITNUM,-0.00025,0.003167,Heterogeneous Compound Symmetry
WEEK 16,10,Xanomeline Low Dose,54,HCT,Hematocrit,TRTAN*VISITNUM,-0.01035,0.003760,Heterogeneous Compound Symmetry
WEEK 16,10,Xanomeline High Dose,81,HCT,Hematocrit,TRTAN*VISITNUM,-0.00576,0.004145,Heterogeneous Compound Symmetry
WEEK 20,11,Placebo,0,HCT,Hematocrit,TRTAN*VISITNUM,-0.00500,0.003106,Heterogeneous Compound Symmetry
WEEK 20,11,Xanomeline Low Dose,54,HCT,Hematocrit,TRTAN*VISITNUM,-0.00616,0.004467,Heterogeneous Compound Symmetry
WEEK 20,11,Xanomeline High Dose,81,HCT,Hematocrit,TRTAN*VISITNUM,-0.00733,0.004598,Heterogeneous Compound Symmetry
WEEK 24,12,Placebo,0,HCT,Hematocrit,TRTAN*VISITNUM,-0.00210,0.002507,Heterogeneous Compound Symmetry
WEEK 24,12,Xanomeline Low Dose,54,HCT,Hematocrit,TRTAN*VISITNUM,-0.00524,0.003768,Heterogeneous Compound Symmetry
WEEK 24,12,Xanomeline High Dose,81,HCT,Hematocrit,TRTAN*VISITNUM,-0.00079,0.003489,Heterogeneous Compound Symmetry
WEEK 26,13,Placebo,0,HCT,Hematocrit,TRTAN*VISITNUM,-0.00261,0.003616,Heterogeneous Compound Symmetry
WEEK 26,13,Xanomeline Low Dose,54,HCT,Hematocrit,TRTAN*VISITNUM,-0.00366,0.005327,Heterogeneous Compound Symmetry
WEEK 26,13,Xanomeline High Dose,81,HCT,Hematocrit,TRTAN*VISITNUM,-0.00637,0.005214,Heterogeneous Compound Symmetry
,_,Placebo,0,HCT,Hematocrit,TRTAN,-0.00409,0.001023,Heterogeneous First Order Autoregressive
,_,Xanomeline Low Dose,54,HCT,Hematocrit,TRTAN,-0.00950,0.001257,Heterogeneous First Order Autoregressive
,_,Xanomeline High Dose,81,HCT,Hematocrit,TRTAN,-0.00626,0.001255,Heterogeneous First Order Autoregressive
WEEK 2,4,Placebo,0,HCT,Hematocrit,TRTAN*VISITNUM,-0.00343,0.002860,Heterogeneous First Order Autoregressive
WEEK 2,4,Xanomeline Low Dose,54,HCT,Hematocrit,TRTAN*VISITNUM,-0.00800,0.002826,Heterogeneous First Order Autoregressive
WEEK 2,4,Xanomeline High Dose,81,HCT,Hematocrit,TRTAN*VISITNUM,-0.00571,0.002881,Heterogeneous First Order Autoregressive
WEEK 4,5,Placebo,0,HCT,Hematocrit,TRTAN*VISITNUM,-0.00439,0.002908,Heterogeneous First Order Autoregressive
WEEK 4,5,Xanomeline Low Dose,54,HCT,Hematocrit,TRTAN*VISITNUM,-0.01348,0.003043,Heterogeneous First Order Autoregressive
WEEK 4,5,Xanomeline High Dose,81,HCT,Hematocrit,TRTAN*VISITNUM,-0.00930,0.003103,Heterogeneous First Order Autoregressive
WEEK 6,7,Placebo,0,HCT,Hematocrit,TRTAN*VISITNUM,-0.00690,0.003050,Heterogeneous First Order Autoregressive
WEEK 6,7,Xanomeline Low Dose,54,HCT,Hematocrit,TRTAN*VISITNUM,-0.01159,0.003285,Heterogeneous First Order Autoregressive
WEEK 6,7,Xanomeline High Dose,81,HCT,Hematocrit,TRTAN*VISITNUM,-0.00572,0.003056,Heterogeneous First Order Autoregressive
WEEK 8,8,Placebo,0,HCT,Hematocrit,TRTAN*VISITNUM,-0.00557,0.003036,Heterogeneous First Order Autoregressive
WEEK 8,8,Xanomeline Low Dose,54,HCT,Hematocrit,TRTAN*VISITNUM,-0.01355,0.003406,Heterogeneous First Order Autoregressive
WEEK 8,8,Xanomeline High Dose,81,HCT,Hematocrit,TRTAN*VISITNUM,-0.00742,0.003356,Heterogeneous First Order Autoregressive
WEEK 12,9,Placebo,0,HCT,Hematocrit,TRTAN*VISITNUM,-0.00651,0.003260,Heterogeneous First Order Autoregressive
WEEK 12,9,Xanomeline Low Dose,54,HCT,Hematocrit,TRTAN*VISITNUM,-0.01345,0.003423,Heterogeneous First Order Autoregressive
WEEK 12,9,Xanomeline High Dose,81,HCT,Hematocrit,TRTAN*VISITNUM,-0.00794,0.003373,Heterogeneous First Order Autoregressive
WEEK 16,10,Placebo,0,HCT,Hematocrit,TRTAN*VISITNUM,-0.00025,0.003167,Heterogeneous First Order Autoregressive
WEEK 16,10,Xanomeline Low Dose,54,HCT,Hematocrit,TRTAN*VISITNUM,-0.01035,0.003760,Heterogeneous First Order Autoregressive
WEEK 16,10,Xanomeline High Dose,81,HCT,Hematocrit,TRTAN*VISITNUM,-0.00576,0.004145,Heterogeneous First Order Autoregressive
WEEK 20,11,Placebo,0,HCT,Hematocrit,TRTAN*VISITNUM,-0.00500,0.003106,Heterogeneous First Order Autoregressive
WEEK 20,11,Xanomeline Low Dose,54,HCT,Hematocrit,TRTAN*VISITNUM,-0.00616,0.004467,Heterogeneous First Order Autoregressive
WEEK 20,11,Xanomeline High Dose,81,HCT,Hematocrit,TRTAN*VISITNUM,-0.00733,0.004598,Heterogeneous First Order Autoregressive
WEEK 24,12,Placebo,0,HCT,Hematocrit,TRTAN*VISITNUM,-0.00210,0.002507,Heterogeneous First Order Autoregressive
WEEK 24,12,Xanomeline Low Dose,54,HCT,Hematocrit,TRTAN*VISITNUM,-0.00524,0.003768,Heterogeneous First Order Autoregressive
WEEK 24,12,Xanomeline High Dose,81,HCT,Hematocrit,TRTAN*VISITNUM,-0.00079,0.003489,Heterogeneous First Order Autoregressive
WEEK 26,13,Placebo,0,HCT,Hematocrit,TRTAN*VISITNUM,-0.00261,0.003616,Heterogeneous First Order Autoregressive
WEEK 26,13,Xanomeline Low Dose,54,HCT,Hematocrit,TRTAN*VISITNUM,-0.00366,0.005327,Heterogeneous First Order Autoregressive
WEEK 26,13,Xanomeline High Dose,81,HCT,Hematocrit,TRTAN*VISITNUM,-0.00637,0.005214,Heterogeneous First Order Autoregressive
,_,Placebo,0,HCT,Hematocrit,TRTAN,-0.00409,0.001023,Toeplitz
,_,Xanomeline Low Dose,54,HCT,Hematocrit,TRTAN,-0.00950,0.001257,Toeplitz
,_,Xanomeline High Dose,81,HCT,Hematocrit,TRTAN,-0.00626,0.001255,Toeplitz
WEEK 2,4,Placebo,0,HCT,Hematocrit,TRTAN*VISITNUM,-0.00343,0.002860,Toeplitz
WEEK 2,4,Xanomeline Low Dose,54,HCT,Hematocrit,TRTAN*VISITNUM,-0.00800,0.002826,Toeplitz
WEEK 2,4,Xanomeline High Dose,81,HCT,Hematocrit,TRTAN*VISITNUM,-0.00571,0.002881,Toeplitz
WEEK 4,5,Placebo,0,HCT,Hematocrit,TRTAN*VISITNUM,-0.00439,0.002908,Toeplitz
WEEK 4,5,Xanomeline Low Dose,54,HCT,Hematocrit,TRTAN*VISITNUM,-0.01348,0.003043,Toeplitz
WEEK 4,5,Xanomeline High Dose,81,HCT,Hematocrit,TRTAN*VISITNUM,-0.00930,0.003103,Toeplitz
WEEK 6,7,Placebo,0,HCT,Hematocrit,TRTAN*VISITNUM,-0.00690,0.003050,Toeplitz
WEEK 6,7,Xanomeline Low Dose,54,HCT,Hematocrit,TRTAN*VISITNUM,-0.01159,0.003285,Toeplitz
WEEK 6,7,Xanomeline High Dose,81,HCT,Hematocrit,TRTAN*VISITNUM,-0.00572,0.003056,Toeplitz
WEEK 8,8,Placebo,0,HCT,Hematocrit,TRTAN*VISITNUM,-0.00557,0.003036,Toeplitz
WEEK 8,8,Xanomeline Low Dose,54,HCT,Hematocrit,TRTAN*VISITNUM,-0.01355,0.003406,Toeplitz
WEEK 8,8,Xanomeline High Dose,81,HCT,Hematocrit,TRTAN*VISITNUM,-0.00742,0.003356,Toeplitz
WEEK 12,9,Placebo,0,HCT,Hematocrit,TRTAN*VISITNUM,-0.00651,0.003260,Toeplitz
WEEK 12,9,Xanomeline Low Dose,54,HCT,Hematocrit,TRTAN*VISITNUM,-0.01345,0.003423,Toeplitz
WEEK 12,9,Xanomeline High Dose,81,HCT,Hematocrit,TRTAN*VISITNUM,-0.00794,0.003373,Toeplitz
WEEK 16,10,Placebo,0,HCT,Hematocrit,TRTAN*VISITNUM,-0.00025,0.003167,Toeplitz
WEEK 16,10,Xanomeline Low Dose,54,HCT,Hematocrit,TRTAN*VISITNUM,-0.01035,0.003760,Toeplitz
WEEK 16,10,Xanomeline High Dose,81,HCT,Hematocrit,TRTAN*VISITNUM,-0.00576,0.004145,Toeplitz
WEEK 20,11,Placebo,0,HCT,Hematocrit,TRTAN*VISITNUM,-0.00500,0.003106,Toeplitz
WEEK 20,11,Xanomeline Low Dose,54,HCT,Hematocrit,TRTAN*VISITNUM,-0.00616,0.004467,Toeplitz
WEEK 20,11,Xanomeline High Dose,81,HCT,Hematocrit,TRTAN*VISITNUM,-0.00733,0.004598,Toeplitz
WEEK 24,12,Placebo,0,HCT,Hematocrit,TRTAN*VISITNUM,-0.00210,0.002507,Toeplitz
WEEK 24,12,Xanomeline Low Dose,54,HCT,Hematocrit,TRTAN*VISITNUM,-0.00524,0.003768,Toeplitz
WEEK 24,12,Xanomeline High Dose,81,HCT,Hematocrit,TRTAN*VISITNUM,-0.00079,0.003489,Toeplitz
WEEK 26,13,Placebo,0,HCT,Hematocrit,TRTAN*VISITNUM,-0.00261,0.003616,Toeplitz
WEEK 26,13,Xanomeline Low Dose,54,HCT,Hematocrit,TRTAN*VISITNUM,-0.00366,0.005327,Toeplitz
WEEK 26,13,Xanomeline High Dose,81,HCT,Hematocrit,TRTAN*VISITNUM,-0.00637,0.005214,Toeplitz
,_,Placebo,0,HCT,Hematocrit,TRTAN,-0.00409,0.001023,Unstructured
,_,Xanomeline Low Dose,54,HCT,Hematocrit,TRTAN,-0.00950,0.001257,Unstructured
,_,Xanomeline High Dose,81,HCT,Hematocrit,TRTAN,-0.00626,0.001255,Unstructured
WEEK 2,4,Placebo,0,HCT,Hematocrit,TRTAN*VISITNUM,-0.00343,0.002860,Unstructured
WEEK 2,4,Xanomeline Low Dose,54,HCT,Hematocrit,TRTAN*VISITNUM,-0.00800,0.002826,Unstructured
WEEK 2,4,Xanomeline High Dose,81,HCT,Hematocrit,TRTAN*VISITNUM,-0.00571,0.002881,Unstructured
WEEK 4,5,Placebo,0,HCT,Hematocrit,TRTAN*VISITNUM,-0.00439,0.002908,Unstructured
WEEK 4,5,Xanomeline Low Dose,54,HCT,Hematocrit,TRTAN*VISITNUM,-0.01348,0.003043,Unstructured
WEEK 4,5,Xanomeline High Dose,81,HCT,Hematocrit,TRTAN*VISITNUM,-0.00930,0.003103,Unstructured
WEEK 6,7,Placebo,0,HCT,Hematocrit,TRTAN*VISITNUM,-0.00690,0.003050,Unstructured
WEEK 6,7,Xanomeline Low Dose,54,HCT,Hematocrit,TRTAN*VISITNUM,-0.01159,0.003285,Unstructured
WEEK 6,7,Xanomeline High Dose,81,HCT,Hematocrit,TRTAN*VISITNUM,-0.00572,0.003056,Unstructured
WEEK 8,8,Placebo,0,HCT,Hematocrit,TRTAN*VISITNUM,-0.00557,0.003036,Unstructured
WEEK 8,8,Xanomeline Low Dose,54,HCT,Hematocrit,TRTAN*VISITNUM,-0.01355,0.003406,Unstructured
WEEK 8,8,Xanomeline High Dose,81,HCT,Hematocrit,TRTAN*VISITNUM,-0.00742,0.003356,Unstructured
WEEK 12,9,Placebo,0,HCT,Hematocrit,TRTAN*VISITNUM,-0.00651,0.003260,Unstructured
WEEK 12,9,Xanomeline Low Dose,54,HCT,Hematocrit,TRTAN*VISITNUM,-0.01345,0.003423,Unstructured
WEEK 12,9,Xanomeline High Dose,81,HCT,Hematocrit,TRTAN*VISITNUM,-0.00794,0.003373,Unstructured
WEEK 16,10,Placebo,0,HCT,Hematocrit,TRTAN*VISITNUM,-0.00025,0.003167,Unstructured
WEEK 16,10,Xanomeline Low Dose,54,HCT,Hematocrit,TRTAN*VISITNUM,-0.01035,0.003760,Unstructured
WEEK 16,10,Xanomeline High Dose,81,HCT,Hematocrit,TRTAN*VISITNUM,-0.00576,0.004145,Unstructured
WEEK 20,11,Placebo,0,HCT,Hematocrit,TRTAN*VISITNUM,-0.00500,0.003106,Unstructured
WEEK 20,11,Xanomeline Low Dose,54,HCT,Hematocrit,TRTAN*VISITNUM,-0.00616,0.004467,Unstructured
WEEK 20,11,Xanomeline High Dose,81,HCT,Hematocrit,TRTAN*VISITNUM,-0.00733,0.004598,Unstructured
WEEK 24,12,Placebo,0,HCT,Hematocrit,TRTAN*VISITNUM,-0.00210,0.002507,Unstructured
WEEK 24,12,Xanomeline Low Dose,54,HCT,Hematocrit,TRTAN*VISITNUM,-0.00524,0.003768,Unstructured
WEEK 24,12,Xanomeline High Dose,81,HCT,Hematocrit,TRTAN*VISITNUM,-0.00079,0.003489,Unstructured
WEEK 26,13,Placebo,0,HCT,Hematocrit,TRTAN*VISITNUM,-0.00261,0.003616,Unstructured
WEEK 26,13,Xanomeline Low Dose,54,HCT,Hematocrit,TRTAN*VISITNUM,-0.00366,0.005327,Unstructured
WEEK 26,13,Xanomeline High Dose,81,HCT,Hematocrit,TRTAN*VISITNUM,-0.00637,0.005214,Unstructured
,_,Placebo,0,HGB,Hemoglobin (mmol/L),TRTAN,-0.1991,0.01572,Compound Symmetry
,_,Xanomeline Low Dose,54,HGB,Hemoglobin (mmol/L),TRTAN,-0.2820,0.01949,Compound Symmetry
,_,Xanomeline High Dose,81,HGB,Hemoglobin (mmol/L),TRTAN,-0.2432,0.01962,Compound Symmetry
WEEK 2,4,Placebo,0,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.1656,0.04438,Compound Symmetry
WEEK 2,4,Xanomeline Low Dose,54,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.1845,0.04364,Compound Symmetry
WEEK 2,4,Xanomeline High Dose,81,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.1639,0.04464,Compound Symmetry
WEEK 4,5,Placebo,0,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.2592,0.04437,Compound Symmetry
WEEK 4,5,Xanomeline Low Dose,54,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.2750,0.04654,Compound Symmetry
WEEK 4,5,Xanomeline High Dose,81,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.2063,0.04726,Compound Symmetry
WEEK 6,7,Placebo,0,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.2100,0.04692,Compound Symmetry
WEEK 6,7,Xanomeline Low Dose,54,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.3146,0.05074,Compound Symmetry
WEEK 6,7,Xanomeline High Dose,81,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.2244,0.04753,Compound Symmetry
WEEK 8,8,Placebo,0,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.1892,0.04687,Compound Symmetry
WEEK 8,8,Xanomeline Low Dose,54,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.3080,0.05111,Compound Symmetry
WEEK 8,8,Xanomeline High Dose,81,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.2084,0.05244,Compound Symmetry
WEEK 12,9,Placebo,0,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.2358,0.05011,Compound Symmetry
WEEK 12,9,Xanomeline Low Dose,54,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.3213,0.05283,Compound Symmetry
WEEK 12,9,Xanomeline High Dose,81,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.2376,0.05281,Compound Symmetry
WEEK 16,10,Placebo,0,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.1468,0.04899,Compound Symmetry
