VISIT,VISITNUM,TRTA,TRTAN,PARAMCD,PARAM,Effect,lsmeans,lsmeans_stderr,covariatestructure
WEEK 6,7,Xanomeline Low Dose,54,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.3149,0.05082,First Order Autoregressive
WEEK 6,7,Xanomeline High Dose,81,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.2240,0.04758,First Order Autoregressive
WEEK 8,8,Placebo,0,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.1881,0.04694,First Order Autoregressive
WEEK 8,8,Xanomeline Low Dose,54,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.3075,0.05121,First Order Autoregressive
WEEK 8,8,Xanomeline High Dose,81,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.2127,0.05211,First Order Autoregressive
WEEK 12,9,Placebo,0,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.2424,0.05005,First Order Autoregressive
WEEK 12,9,Xanomeline Low Dose,54,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.3240,0.05292,First Order Autoregressive
WEEK 12,9,Xanomeline High Dose,81,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.2198,0.05175,First Order Autoregressive
WEEK 16,10,Placebo,0,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.1374,0.04895,First Order Autoregressive
WEEK 16,10,Xanomeline Low Dose,54,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.2936,0.05870,First Order Autoregressive
WEEK 16,10,Xanomeline High Dose,81,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.2682,0.06362,First Order Autoregressive
WEEK 20,11,Placebo,0,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.1825,0.04791,First Order Autoregressive
WEEK 20,11,Xanomeline Low Dose,54,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.2459,0.06887,First Order Autoregressive
WEEK 20,11,Xanomeline High Dose,81,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.3141,0.07089,First Order Autoregressive
WEEK 24,12,Placebo,0,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.2237,0.03814,First Order Autoregressive
WEEK 24,12,Xanomeline Low Dose,54,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.2306,0.05868,First Order Autoregressive
WEEK 24,12,Xanomeline High Dose,81,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.1910,0.05359,First Order Autoregressive
WEEK 26,13,Placebo,0,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.1835,0.05436,First Order Autoregressive
WEEK 26,13,Xanomeline Low Dose,54,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.3266,0.08298,First Order Autoregressive
WEEK 26,13,Xanomeline High Dose,81,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.4152,0.07990,First Order Autoregressive
,_,Placebo,0,HGB,Hemoglobin (mmol/L),TRTAN,-0.1996,0.01574,Heterogeneous Compound Symmetry
,_,Xanomeline Low Dose,54,HGB,Hemoglobin (mmol/L),TRTAN,-0.2784,0.01947,Heterogeneous Compound Symmetry
,_,Xanomeline High Dose,81,HGB,Hemoglobin (mmol/L),TRTAN,-0.2454,0.01954,Heterogeneous Compound Symmetry
WEEK 2,4,Placebo,0,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.1684,0.04437,Heterogeneous Compound Symmetry
WEEK 2,4,Xanomeline Low Dose,54,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.1876,0.04360,Heterogeneous Compound Symmetry
WEEK 2,4,Xanomeline High Dose,81,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.1575,0.04419,Heterogeneous Compound Symmetry
WEEK 4,5,Placebo,0,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.2595,0.04437,Heterogeneous Compound Symmetry
WEEK 4,5,Xanomeline Low Dose,54,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.2751,0.04663,Heterogeneous Compound Symmetry
WEEK 4,5,Xanomeline High Dose,81,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.2060,0.04727,Heterogeneous Compound Symmetry
WEEK 6,7,Placebo,0,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.2104,0.04695,Heterogeneous Compound Symmetry
WEEK 6,7,Xanomeline Low Dose,54,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.3149,0.05082,Heterogeneous Compound Symmetry
WEEK 6,7,Xanomeline High Dose,81,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.2240,0.04758,Heterogeneous Compound Symmetry
WEEK 8,8,Placebo,0,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.1881,0.04694,Heterogeneous Compound Symmetry
WEEK 8,8,Xanomeline Low Dose,54,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.3075,0.05121,Heterogeneous Compound Symmetry
WEEK 8,8,Xanomeline High Dose,81,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.2127,0.05211,Heterogeneous Compound Symmetry
WEEK 12,9,Placebo,0,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.2424,0.05005,Heterogeneous Compound Symmetry
WEEK 12,9,Xanomeline Low Dose,54,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.3240,0.05292,Heterogeneous Compound Symmetry
WEEK 12,9,Xanomeline High Dose,81,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.2198,0.05175,Heterogeneous Compound Symmetry
WEEK 16,10,Placebo,0,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.1374,0.04895,Heterogeneous Compound Symmetry
WEEK 16,10,Xanomeline Low Dose,54,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.2936,0.05870,Heterogeneous Compound Symmetry
WEEK 16,10,Xanomeline High Dose,81,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.2682,0.06362,Heterogeneous Compound Symmetry
WEEK 20,11,Placebo,0,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.1825,0.04791,Heterogeneous Compound Symmetry
WEEK 20,11,Xanomeline Low Dose,54,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.2459,0.06887,Heterogeneous Compound Symmetry
WEEK 20,11,Xanomeline High Dose,81,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.3141,0.07089,Heterogeneous Compound Symmetry
WEEK 24,12,Placebo,0,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.2237,0.03814,Heterogeneous Compound Symmetry
WEEK 24,12,Xanomeline Low Dose,54,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.2306,0.05868,Heterogeneous Compound Symmetry
WEEK 24,12,Xanomeline High Dose,81,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.1910,0.05359,Heterogeneous Compound Symmetry
WEEK 26,13,Placebo,0,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.1835,0.05436,Heterogeneous Compound Symmetry
WEEK 26,13,Xanomeline Low Dose,54,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.3266,0.08298,Heterogeneous Compound Symmetry
WEEK 26,13,Xanomeline High Dose,81,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.4152,0.07990,Heterogeneous Compound Symmetry
,_,Placebo,0,HGB,Hemoglobin (mmol/L),TRTAN,-0.1996,0.01574,Heterogeneous First Order Autoregressive
,_,Xanomeline Low Dose,54,HGB,Hemoglobin (mmol/L),TRTAN,-0.2784,0.01947,Heterogeneous First Order Autoregressive
,_,Xanomeline High Dose,81,HGB,Hemoglobin (mmol/L),TRTAN,-0.2454,0.01954,Heterogeneous First Order Autoregressive
WEEK 2,4,Placebo,0,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.1684,0.04437,Heterogeneous First Order Autoregressive
WEEK 2,4,Xanomeline Low Dose,54,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.1876,0.04360,Heterogeneous First Order Autoregressive
WEEK 2,4,Xanomeline High Dose,81,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.1575,0.04419,Heterogeneous First Order Autoregressive
WEEK 4,5,Placebo,0,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.2595,0.04437,Heterogeneous First Order Autoregressive
WEEK 4,5,Xanomeline Low Dose,54,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.2751,0.04663,Heterogeneous First Order Autoregressive
WEEK 4,5,Xanomeline High Dose,81,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.2060,0.04727,Heterogeneous First Order Autoregressive
WEEK 6,7,Placebo,0,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.2104,0.04695,Heterogeneous First Order Autoregressive
WEEK 6,7,Xanomeline Low Dose,54,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.3149,0.05082,Heterogeneous First Order Autoregressive
WEEK 6,7,Xanomeline High Dose,81,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.2240,0.04758,Heterogeneous First Order Autoregressive
WEEK 8,8,Placebo,0,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.1881,0.04694,Heterogeneous First Order Autoregressive
WEEK 8,8,Xanomeline Low Dose,54,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.3075,0.05121,Heterogeneous First Order Autoregressive
WEEK 8,8,Xanomeline High Dose,81,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.2127,0.05211,Heterogeneous First Order Autoregressive
WEEK 12,9,Placebo,0,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.2424,0.05005,Heterogeneous First Order Autoregressive
WEEK 12,9,Xanomeline Low Dose,54,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.3240,0.05292,Heterogeneous First Order Autoregressive
WEEK 12,9,Xanomeline High Dose,81,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.2198,0.05175,Heterogeneous First Order Autoregressive
WEEK 16,10,Placebo,0,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.1374,0.04895,Heterogeneous First Order Autoregressive
WEEK 16,10,Xanomeline Low Dose,54,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.2936,0.05870,Heterogeneous First Order Autoregressive
WEEK 16,10,Xanomeline High Dose,81,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.2682,0.06362,Heterogeneous First Order Autoregressive
WEEK 20,11,Placebo,0,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.1825,0.04791,Heterogeneous First Order Autoregressive
WEEK 20,11,Xanomeline Low Dose,54,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.2459,0.06887,Heterogeneous First Order Autoregressive
WEEK 20,11,Xanomeline High Dose,81,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.3141,0.07089,Heterogeneous First Order Autoregressive
WEEK 24,12,Placebo,0,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.2237,0.03814,Heterogeneous First Order Autoregressive
WEEK 24,12,Xanomeline Low Dose,54,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.2306,0.05868,Heterogeneous First Order Autoregressive
WEEK 24,12,Xanomeline High Dose,81,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.1910,0.05359,Heterogeneous First Order Autoregressive
WEEK 26,13,Placebo,0,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.1835,0.05436,Heterogeneous First Order Autoregressive
WEEK 26,13,Xanomeline Low Dose,54,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.3266,0.08298,Heterogeneous First Order Autoregressive
WEEK 26,13,Xanomeline High Dose,81,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.4152,0.07990,Heterogeneous First Order Autoregressive
,_,Placebo,0,HGB,Hemoglobin (mmol/L),TRTAN,-0.1996,0.01574,Toeplitz
,_,Xanomeline Low Dose,54,HGB,Hemoglobin (mmol/L),TRTAN,-0.2784,0.01947,Toeplitz
,_,Xanomeline High Dose,81,HGB,Hemoglobin (mmol/L),TRTAN,-0.2454,0.01954,Toeplitz
WEEK 2,4,Placebo,0,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.1684,0.04437,Toeplitz
WEEK 2,4,Xanomeline Low Dose,54,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.1876,0.04360,Toeplitz
WEEK 2,4,Xanomeline High Dose,81,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.1575,0.04419,Toeplitz
WEEK 4,5,Placebo,0,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.2595,0.04437,Toeplitz
WEEK 4,5,Xanomeline Low Dose,54,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.2751,0.04663,Toeplitz
WEEK 4,5,Xanomeline High Dose,81,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.2060,0.04727,Toeplitz
WEEK 6,7,Placebo,0,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.2104,0.04695,Toeplitz
WEEK 6,7,Xanomeline Low Dose,54,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.3149,0.05082,Toeplitz
WEEK 6,7,Xanomeline High Dose,81,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.2240,0.04758,Toeplitz
WEEK 8,8,Placebo,0,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.1881,0.04694,Toeplitz
WEEK 8,8,Xanomeline Low Dose,54,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.3075,0.05121,Toeplitz
WEEK 8,8,Xanomeline High Dose,81,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.2127,0.05211,Toeplitz
WEEK 12,9,Placebo,0,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.2424,0.05005,Toeplitz
WEEK 12,9,Xanomeline Low Dose,54,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.3240,0.05292,Toeplitz
WEEK 12,9,Xanomeline High Dose,81,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.2198,0.05175,Toeplitz
WEEK 16,10,Placebo,0,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.1374,0.04895,Toeplitz
WEEK 16,10,Xanomeline Low Dose,54,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.2936,0.05870,Toeplitz
WEEK 16,10,Xanomeline High Dose,81,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.2682,0.06362,Toeplitz
WEEK 20,11,Placebo,0,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.1825,0.04791,Toeplitz
WEEK 20,11,Xanomeline Low Dose,54,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.2459,0.06887,Toeplitz
WEEK 20,11,Xanomeline High Dose,81,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.3141,0.07089,Toeplitz
WEEK 24,12,Placebo,0,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.2237,0.03814,Toeplitz
WEEK 24,12,Xanomeline Low Dose,54,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.2306,0.05868,Toeplitz
WEEK 24,12,Xanomeline High Dose,81,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.1910,0.05359,Toeplitz
WEEK 26,13,Placebo,0,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.1835,0.05436,Toeplitz
WEEK 26,13,Xanomeline Low Dose,54,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.3266,0.08298,Toeplitz
WEEK 26,13,Xanomeline High Dose,81,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.4152,0.07990,Toeplitz
,_,Placebo,0,HGB,Hemoglobin (mmol/L),TRTAN,-0.1996,0.01574,Unstructured
,_,Xanomeline Low Dose,54,HGB,Hemoglobin (mmol/L),TRTAN,-0.2784,0.01947,Unstructured
,_,Xanomeline High Dose,81,HGB,Hemoglobin (mmol/L),TRTAN,-0.2454,0.01954,Unstructured
WEEK 2,4,Placebo,0,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.1684,0.04437,Unstructured
WEEK 2,4,Xanomeline Low Dose,54,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.1876,0.04360,Unstructured
WEEK 2,4,Xanomeline High Dose,81,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.1575,0.04419,Unstructured
WEEK 4,5,Placebo,0,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.2595,0.04437,Unstructured
WEEK 4,5,Xanomeline Low Dose,54,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.2751,0.04663,Unstructured
WEEK 4,5,Xanomeline High Dose,81,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.2060,0.04727,Unstructured
WEEK 6,7,Placebo,0,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.2104,0.04695,Unstructured
WEEK 6,7,Xanomeline Low Dose,54,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.3149,0.05082,Unstructured
WEEK 6,7,Xanomeline High Dose,81,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.2240,0.04758,Unstructured
WEEK 8,8,Placebo,0,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.1881,0.04694,Unstructured
WEEK 8,8,Xanomeline Low Dose,54,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.3075,0.05121,Unstructured
WEEK 8,8,Xanomeline High Dose,81,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.2127,0.05211,Unstructured
WEEK 12,9,Placebo,0,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.2424,0.05005,Unstructured
WEEK 12,9,Xanomeline Low Dose,54,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.3240,0.05292,Unstructured
WEEK 12,9,Xanomeline High Dose,81,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.2198,0.05175,Unstructured
WEEK 16,10,Placebo,0,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.1374,0.04895,Unstructured
WEEK 16,10,Xanomeline Low Dose,54,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.2936,0.05870,Unstructured
WEEK 16,10,Xanomeline High Dose,81,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.2682,0.06362,Unstructured
WEEK 20,11,Placebo,0,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.1825,0.04791,Unstructured
WEEK 20,11,Xanomeline Low Dose,54,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.2459,0.06887,Unstructured
WEEK 20,11,Xanomeline High Dose,81,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.3141,0.07089,Unstructured
WEEK 24,12,Placebo,0,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.2237,0.03814,Unstructured
WEEK 24,12,Xanomeline Low Dose,54,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.2306,0.05868,Unstructured
WEEK 24,12,Xanomeline High Dose,81,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.1910,0.05359,Unstructured
WEEK 26,13,Placebo,0,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.1835,0.05436,Unstructured
WEEK 26,13,Xanomeline Low Dose,54,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.3266,0.08298,Unstructured
WEEK 26,13,Xanomeline High Dose,81,HGB,Hemoglobin (mmol/L),TRTAN*VISITNUM,-0.4152,0.07990,Unstructured
,_,Placebo,0,LYM,Lymphocytes (GI/L),TRTAN,-0.03812,0.01543,Compound Symmetry
,_,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),TRTAN,-0.01562,0.01913,Compound Symmetry
,_,Xanomeline High Dose,81,LYM,Lymphocytes (GI/L),TRTAN,-0.01955,0.01899,Compound Symmetry
WEEK 2,4,Placebo,0,LYM,Lymphocytes (GI/L),TRTAN*VISITNUM,-0.1056,0.04362,Compound Symmetry
WEEK 2,4,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),TRTAN*VISITNUM,0.01257,0.04286,Compound Symmetry
WEEK 2,4,Xanomeline High Dose,81,LYM,Lymphocytes (GI/L),TRTAN*VISITNUM,0.02074,0.04339,Compound Symmetry
WEEK 4,5,Placebo,0,LYM,Lymphocytes (GI/L),TRTAN*VISITNUM,-0.01167,0.04362,Compound Symmetry
WEEK 4,5,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),TRTAN*VISITNUM,0.005353,0.04586,Compound Symmetry
WEEK 4,5,Xanomeline High Dose,81,LYM,Lymphocytes (GI/L),TRTAN*VISITNUM,-0.05567,0.04619,Compound Symmetry
WEEK 6,7,Placebo,0,LYM,Lymphocytes (GI/L),TRTAN*VISITNUM,0.01824,0.04616,Compound Symmetry
WEEK 6,7,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),TRTAN*VISITNUM,0.08494,0.04997,Compound Symmetry
WEEK 6,7,Xanomeline High Dose,81,LYM,Lymphocytes (GI/L),TRTAN*VISITNUM,-0.03561,0.04745,Compound Symmetry
WEEK 8,8,Placebo,0,LYM,Lymphocytes (GI/L),TRTAN*VISITNUM,-0.01507,0.04616,Compound Symmetry
WEEK 8,8,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),TRTAN*VISITNUM,0.07095,0.05037,Compound Symmetry
WEEK 8,8,Xanomeline High Dose,81,LYM,Lymphocytes (GI/L),TRTAN*VISITNUM,-0.04374,0.05122,Compound Symmetry
WEEK 12,9,Placebo,0,LYM,Lymphocytes (GI/L),TRTAN*VISITNUM,-0.07291,0.04921,Compound Symmetry
WEEK 12,9,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),TRTAN*VISITNUM,-0.01590,0.05206,Compound Symmetry
WEEK 12,9,Xanomeline High Dose,81,LYM,Lymphocytes (GI/L),TRTAN*VISITNUM,-0.07532,0.05079,Compound Symmetry
WEEK 16,10,Placebo,0,LYM,Lymphocytes (GI/L),TRTAN*VISITNUM,-0.03668,0.04813,Compound Symmetry
WEEK 16,10,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),TRTAN*VISITNUM,-0.07987,0.05773,Compound Symmetry
WEEK 16,10,Xanomeline High Dose,81,LYM,Lymphocytes (GI/L),TRTAN*VISITNUM,0.01269,0.06245,Compound Symmetry
WEEK 20,11,Placebo,0,LYM,Lymphocytes (GI/L),TRTAN*VISITNUM,-0.08511,0.04712,Compound Symmetry
WEEK 20,11,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),TRTAN*VISITNUM,-0.07159,0.06759,Compound Symmetry
WEEK 20,11,Xanomeline High Dose,81,LYM,Lymphocytes (GI/L),TRTAN*VISITNUM,-0.03017,0.06959,Compound Symmetry
WEEK 24,12,Placebo,0,LYM,Lymphocytes (GI/L),TRTAN*VISITNUM,-0.03046,0.03746,Compound Symmetry
WEEK 24,12,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),TRTAN*VISITNUM,-0.02577,0.05772,Compound Symmetry
WEEK 24,12,Xanomeline High Dose,81,LYM,Lymphocytes (GI/L),TRTAN*VISITNUM,-0.05971,0.05250,Compound Symmetry
WEEK 26,13,Placebo,0,LYM,Lymphocytes (GI/L),TRTAN*VISITNUM,-0.00379,0.05343,Compound Symmetry
WEEK 26,13,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),TRTAN*VISITNUM,-0.1213,0.08161,Compound Symmetry
WEEK 26,13,Xanomeline High Dose,81,LYM,Lymphocytes (GI/L),TRTAN*VISITNUM,0.09086,0.07841,Compound Symmetry
,_,Placebo,0,LYM,Lymphocytes (GI/L),TRTAN,-0.03812,0.01543,First Order Autoregressive
,_,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),TRTAN,-0.01562,0.01913,First Order Autoregressive
,_,Xanomeline High Dose,81,LYM,Lymphocytes (GI/L),TRTAN,-0.01955,0.01899,First Order Autoregressive
WEEK 2,4,Placebo,0,LYM,Lymphocytes (GI/L),TRTAN*VISITNUM,-0.1056,0.04362,First Order Autoregressive
WEEK 2,4,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),TRTAN*VISITNUM,0.01257,0.04286,First Order Autoregressive
WEEK 2,4,Xanomeline High Dose,81,LYM,Lymphocytes (GI/L),TRTAN*VISITNUM,0.02074,0.04339,First Order Autoregressive
WEEK 4,5,Placebo,0,LYM,Lymphocytes (GI/L),TRTAN*VISITNUM,-0.01167,0.04362,First Order Autoregressive
WEEK 4,5,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),TRTAN*VISITNUM,0.005353,0.04586,First Order Autoregressive
WEEK 4,5,Xanomeline High Dose,81,LYM,Lymphocytes (GI/L),TRTAN*VISITNUM,-0.05567,0.04619,First Order Autoregressive
WEEK 6,7,Placebo,0,LYM,Lymphocytes (GI/L),TRTAN*VISITNUM,0.01824,0.04616,First Order Autoregressive
WEEK 6,7,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),TRTAN*VISITNUM,0.08494,0.04997,First Order Autoregressive
WEEK 6,7,Xanomeline High Dose,81,LYM,Lymphocytes (GI/L),TRTAN*VISITNUM,-0.03561,0.04745,First Order Autoregressive
WEEK 8,8,Placebo,0,LYM,Lymphocytes (GI/L),TRTAN*VISITNUM,-0.01507,0.04616,First Order Autoregressive
WEEK 8,8,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),TRTAN*VISITNUM,0.07095,0.05037,First Order Autoregressive
WEEK 8,8,Xanomeline High Dose,81,LYM,Lymphocytes (GI/L),TRTAN*VISITNUM,-0.04374,0.05122,First Order Autoregressive
WEEK 12,9,Placebo,0,LYM,Lymphocytes (GI/L),TRTAN*VISITNUM,-0.07291,0.04921,First Order Autoregressive
WEEK 12,9,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),TRTAN*VISITNUM,-0.01590,0.05206,First Order Autoregressive
WEEK 12,9,Xanomeline High Dose,81,LYM,Lymphocytes (GI/L),TRTAN*VISITNUM,-0.07532,0.05079,First Order Autoregressive
WEEK 16,10,Placebo,0,LYM,Lymphocytes (GI/L),TRTAN*VISITNUM,-0.03668,0.04813,First Order Autoregressive
WEEK 16,10,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),TRTAN*VISITNUM,-0.07987,0.05773,First Order Autoregressive
WEEK 16,10,Xanomeline High Dose,81,LYM,Lymphocytes (GI/L),TRTAN*VISITNUM,0.01269,0.06245,First Order Autoregressive
WEEK 20,11,Placebo,0,LYM,Lymphocytes (GI/L),TRTAN*VISITNUM,-0.08511,0.04712,First Order Autoregressive
WEEK 20,11,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),TRTAN*VISITNUM,-0.07159,0.06759,First Order Autoregressive
WEEK 20,11,Xanomeline High Dose,81,LYM,Lymphocytes (GI/L),TRTAN*VISITNUM,-0.03017,0.06959,First Order Autoregressive
