VISIT,VISITNUM,TRTA,TRTAN,PARAM,PARAMCD,comment,lsmeans,lsmeans_stderr,covariatestructure,Effect
WEEK 20,11,Placebo,0,Hemoglobin (mmol/L),HGB,,-0.1797,0.04808,Compound Symmetry,TRTAN*VISITNUM
WEEK 20,11,Xanomeline Low Dose,54,Hemoglobin (mmol/L),HGB,,-0.2442,0.06265,Compound Symmetry,TRTAN*VISITNUM
WEEK 20,11,Xanomeline High Dose,81,Hemoglobin (mmol/L),HGB,,-0.3276,0.06369,Compound Symmetry,TRTAN*VISITNUM
WEEK 24,12,Placebo,0,Hemoglobin (mmol/L),HGB,,-0.2428,0.04332,Compound Symmetry,TRTAN*VISITNUM
WEEK 24,12,Xanomeline Low Dose,54,Hemoglobin (mmol/L),HGB,,-0.2147,0.05729,Compound Symmetry,TRTAN*VISITNUM
WEEK 24,12,Xanomeline High Dose,81,Hemoglobin (mmol/L),HGB,,-0.1895,0.05419,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 12.1,12.1,Placebo,0,Hemoglobin (mmol/L),HGB,,-0.6366,0.3091,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 12.1,12.1,Xanomeline Low Dose,54,Hemoglobin (mmol/L),HGB,,-0.5946,0.3107,Compound Symmetry,TRTAN*VISITNUM
WEEK 26,13,Placebo,0,Hemoglobin (mmol/L),HGB,,-0.1888,0.05163,Compound Symmetry,TRTAN*VISITNUM
WEEK 26,13,Xanomeline Low Dose,54,Hemoglobin (mmol/L),HGB,,-0.2936,0.07131,Compound Symmetry,TRTAN*VISITNUM
WEEK 26,13,Xanomeline High Dose,81,Hemoglobin (mmol/L),HGB,,-0.3711,0.06936,Compound Symmetry,TRTAN*VISITNUM
,,,,Hemoglobin (mmol/L),HGB,Did not converge or Unable to make Hessian positive definite,,,First Order Autoregressive,
,,,,Hemoglobin (mmol/L),HGB,Did not converge or Unable to make Hessian positive definite,,,Heterogeneous Compound Symmetry,
,,,,Hemoglobin (mmol/L),HGB,Did not converge or Unable to make Hessian positive definite,,,Heterogeneous First Order Autoregressive,
,,,,Hemoglobin (mmol/L),HGB,Did not converge or Unable to make Hessian positive definite,,,Toeplitz,
,,,,Hemoglobin (mmol/L),HGB,Did not converge or Unable to make Hessian positive definite,,,Unstructured,
,_,Placebo,0,Lymphocytes (GI/L),LYM,,,,Compound Symmetry,TRTAN
,_,Xanomeline Low Dose,54,Lymphocytes (GI/L),LYM,,,,Compound Symmetry,TRTAN
,_,Xanomeline High Dose,81,Lymphocytes (GI/L),LYM,,,,Compound Symmetry,TRTAN
UNSCHEDULED 1.1,1.1,Placebo,0,Lymphocytes (GI/L),LYM,,-0.03972,0.1339,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 1.1,1.1,Xanomeline Low Dose,54,Lymphocytes (GI/L),LYM,,-0.1095,0.1365,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 1.1,1.1,Xanomeline High Dose,81,Lymphocytes (GI/L),LYM,,0.1084,0.1374,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 1.2,1.2,Xanomeline Low Dose,54,Lymphocytes (GI/L),LYM,,0.1373,0.2272,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 1.2,1.2,Xanomeline High Dose,81,Lymphocytes (GI/L),LYM,,-0.2173,0.3199,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 1.3,1.3,Placebo,0,Lymphocytes (GI/L),LYM,,-0.06345,0.3366,Compound Symmetry,TRTAN*VISITNUM
WEEK 2,4,Placebo,0,Lymphocytes (GI/L),LYM,,-0.1010,0.04428,Compound Symmetry,TRTAN*VISITNUM
WEEK 2,4,Xanomeline Low Dose,54,Lymphocytes (GI/L),LYM,,0.01064,0.04466,Compound Symmetry,TRTAN*VISITNUM
WEEK 2,4,Xanomeline High Dose,81,Lymphocytes (GI/L),LYM,,0.01470,0.04506,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 4.1,4.1,Placebo,0,Lymphocytes (GI/L),LYM,,0.3675,0.3352,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 4.1,4.1,Xanomeline Low Dose,54,Lymphocytes (GI/L),LYM,,-0.4894,0.3153,Compound Symmetry,TRTAN*VISITNUM
WEEK 4,5,Placebo,0,Lymphocytes (GI/L),LYM,,-0.01631,0.04450,Compound Symmetry,TRTAN*VISITNUM
WEEK 4,5,Xanomeline Low Dose,54,Lymphocytes (GI/L),LYM,,0.001509,0.04673,Compound Symmetry,TRTAN*VISITNUM
WEEK 4,5,Xanomeline High Dose,81,Lymphocytes (GI/L),LYM,,-0.04748,0.04697,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 5.1,5.1,Placebo,0,Lymphocytes (GI/L),LYM,,0.1275,0.3352,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 5.1,5.1,Xanomeline Low Dose,54,Lymphocytes (GI/L),LYM,,0.2622,0.3163,Compound Symmetry,TRTAN*VISITNUM
WEEK 6,7,Placebo,0,Lymphocytes (GI/L),LYM,,0.009069,0.04606,Compound Symmetry,TRTAN*VISITNUM
WEEK 6,7,Xanomeline Low Dose,54,Lymphocytes (GI/L),LYM,,0.04695,0.04946,Compound Symmetry,TRTAN*VISITNUM
WEEK 6,7,Xanomeline High Dose,81,Lymphocytes (GI/L),LYM,,-0.04483,0.04806,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 7.1,7.1,Xanomeline Low Dose,54,Lymphocytes (GI/L),LYM,,-0.00653,0.2285,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 7.1,7.1,Xanomeline High Dose,81,Lymphocytes (GI/L),LYM,,-0.2438,0.3164,Compound Symmetry,TRTAN*VISITNUM
WEEK 8,8,Placebo,0,Lymphocytes (GI/L),LYM,,-0.00862,0.04614,Compound Symmetry,TRTAN*VISITNUM
WEEK 8,8,Xanomeline Low Dose,54,Lymphocytes (GI/L),LYM,,0.05693,0.04992,Compound Symmetry,TRTAN*VISITNUM
WEEK 8,8,Xanomeline High Dose,81,Lymphocytes (GI/L),LYM,,-0.05800,0.05058,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 8.2,8.2,Placebo,0,Lymphocytes (GI/L),LYM,,0.6682,0.2239,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 8.2,8.2,Xanomeline Low Dose,54,Lymphocytes (GI/L),LYM,,0.1450,0.3249,Compound Symmetry,TRTAN*VISITNUM
WEEK 12,9,Placebo,0,Lymphocytes (GI/L),LYM,,-0.07835,0.04799,Compound Symmetry,TRTAN*VISITNUM
WEEK 12,9,Xanomeline Low Dose,54,Lymphocytes (GI/L),LYM,,-0.05958,0.05139,Compound Symmetry,TRTAN*VISITNUM
WEEK 12,9,Xanomeline High Dose,81,Lymphocytes (GI/L),LYM,,-0.06103,0.05074,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 9.2,9.2,Placebo,0,Lymphocytes (GI/L),LYM,,0.03663,0.2250,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 9.2,9.2,Xanomeline High Dose,81,Lymphocytes (GI/L),LYM,,0.6129,0.3162,Compound Symmetry,TRTAN*VISITNUM
WEEK 16,10,Placebo,0,Lymphocytes (GI/L),LYM,,-0.04285,0.04735,Compound Symmetry,TRTAN*VISITNUM
WEEK 16,10,Xanomeline Low Dose,54,Lymphocytes (GI/L),LYM,,-0.08383,0.05529,Compound Symmetry,TRTAN*VISITNUM
WEEK 16,10,Xanomeline High Dose,81,Lymphocytes (GI/L),LYM,,-0.01298,0.05841,Compound Symmetry,TRTAN*VISITNUM
WEEK 20,11,Placebo,0,Lymphocytes (GI/L),LYM,,-0.08773,0.04694,Compound Symmetry,TRTAN*VISITNUM
WEEK 20,11,Xanomeline Low Dose,54,Lymphocytes (GI/L),LYM,,-0.05424,0.06212,Compound Symmetry,TRTAN*VISITNUM
WEEK 20,11,Xanomeline High Dose,81,Lymphocytes (GI/L),LYM,,-0.05269,0.06309,Compound Symmetry,TRTAN*VISITNUM
WEEK 24,12,Placebo,0,Lymphocytes (GI/L),LYM,,-0.02850,0.04181,Compound Symmetry,TRTAN*VISITNUM
WEEK 24,12,Xanomeline Low Dose,54,Lymphocytes (GI/L),LYM,,0.009616,0.05651,Compound Symmetry,TRTAN*VISITNUM
WEEK 24,12,Xanomeline High Dose,81,Lymphocytes (GI/L),LYM,,-0.06082,0.05304,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 12.1,12.1,Placebo,0,Lymphocytes (GI/L),LYM,,-0.4006,0.3148,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 12.1,12.1,Xanomeline Low Dose,54,Lymphocytes (GI/L),LYM,,0.03756,0.3163,Compound Symmetry,TRTAN*VISITNUM
WEEK 26,13,Placebo,0,Lymphocytes (GI/L),LYM,,-0.00451,0.05070,Compound Symmetry,TRTAN*VISITNUM
WEEK 26,13,Xanomeline Low Dose,54,Lymphocytes (GI/L),LYM,,-0.1078,0.07121,Compound Symmetry,TRTAN*VISITNUM
WEEK 26,13,Xanomeline High Dose,81,Lymphocytes (GI/L),LYM,,0.08328,0.06902,Compound Symmetry,TRTAN*VISITNUM
,,,,Lymphocytes (GI/L),LYM,Did not converge or Unable to make Hessian positive definite,,,First Order Autoregressive,
,,,,Lymphocytes (GI/L),LYM,Did not converge or Unable to make Hessian positive definite,,,Heterogeneous Compound Symmetry,
,,,,Lymphocytes (GI/L),LYM,Did not converge or Unable to make Hessian positive definite,,,Heterogeneous First Order Autoregressive,
,,,,Lymphocytes (GI/L),LYM,Did not converge or Unable to make Hessian positive definite,,,Toeplitz,
,,,,Lymphocytes (GI/L),LYM,Did not converge or Unable to make Hessian positive definite,,,Unstructured,
,,,,Macrocytes,MACROCY,Did not converge or Unable to make Hessian positive definite,,,First Order Autoregressive,
,,,,Macrocytes,MACROCY,Did not converge or Unable to make Hessian positive definite,,,Heterogeneous Compound Symmetry,
,,,,Macrocytes,MACROCY,Did not converge or Unable to make Hessian positive definite,,,Heterogeneous First Order Autoregressive,
,,,,Macrocytes,MACROCY,Did not converge or Unable to make Hessian positive definite,,,Toeplitz,
,,,,Macrocytes,MACROCY,Did not converge or Unable to make Hessian positive definite,,,Unstructured,
,_,Placebo,0,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),MCH,,,,Compound Symmetry,TRTAN
,_,Xanomeline Low Dose,54,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),MCH,,,,Compound Symmetry,TRTAN
,_,Xanomeline High Dose,81,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),MCH,,,,Compound Symmetry,TRTAN
UNSCHEDULED 1.1,1.1,Placebo,0,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),MCH,,-0.01751,0.01906,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 1.1,1.1,Xanomeline Low Dose,54,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),MCH,,0.03488,0.01959,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 1.1,1.1,Xanomeline High Dose,81,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),MCH,,-0.00280,0.01967,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 1.2,1.2,Xanomeline Low Dose,54,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),MCH,,0.07891,0.03199,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 1.2,1.2,Xanomeline High Dose,81,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),MCH,,-0.01667,0.04490,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 1.3,1.3,Placebo,0,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),MCH,,-0.00635,0.04771,Compound Symmetry,TRTAN*VISITNUM
WEEK 2,4,Placebo,0,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),MCH,,-0.00950,0.007013,Compound Symmetry,TRTAN*VISITNUM
WEEK 2,4,Xanomeline Low Dose,54,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),MCH,,0.01098,0.007104,Compound Symmetry,TRTAN*VISITNUM
WEEK 2,4,Xanomeline High Dose,81,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),MCH,,-0.00375,0.007145,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 4.1,4.1,Placebo,0,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),MCH,,0.04712,0.04744,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 4.1,4.1,Xanomeline Low Dose,54,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),MCH,,-0.02736,0.04419,Compound Symmetry,TRTAN*VISITNUM
WEEK 4,5,Placebo,0,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),MCH,,-0.00493,0.007044,Compound Symmetry,TRTAN*VISITNUM
WEEK 4,5,Xanomeline Low Dose,54,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),MCH,,0.01273,0.007367,Compound Symmetry,TRTAN*VISITNUM
WEEK 4,5,Xanomeline High Dose,81,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),MCH,,0.000900,0.007406,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 5.1,5.1,Placebo,0,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),MCH,,0.04712,0.04744,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 5.1,5.1,Xanomeline Low Dose,54,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),MCH,,-0.03937,0.04435,Compound Symmetry,TRTAN*VISITNUM
WEEK 6,7,Placebo,0,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),MCH,,0.005774,0.007238,Compound Symmetry,TRTAN*VISITNUM
WEEK 6,7,Xanomeline Low Dose,54,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),MCH,,0.001533,0.007711,Compound Symmetry,TRTAN*VISITNUM
WEEK 6,7,Xanomeline High Dose,81,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),MCH,,-0.00735,0.007478,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 7.1,7.1,Xanomeline Low Dose,54,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),MCH,,0.04339,0.03219,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 7.1,7.1,Xanomeline High Dose,81,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),MCH,,-0.01018,0.04435,Compound Symmetry,TRTAN*VISITNUM
WEEK 8,8,Placebo,0,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),MCH,,0.001563,0.007250,Compound Symmetry,TRTAN*VISITNUM
WEEK 8,8,Xanomeline Low Dose,54,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),MCH,,0.01613,0.007773,Compound Symmetry,TRTAN*VISITNUM
WEEK 8,8,Xanomeline High Dose,81,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),MCH,,0.002159,0.007846,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 8.2,8.2,Placebo,0,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),MCH,,0.08932,0.03147,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 8.2,8.2,Xanomeline Low Dose,54,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),MCH,,0.03836,0.04571,Compound Symmetry,TRTAN*VISITNUM
WEEK 12,9,Placebo,0,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),MCH,,-0.00189,0.007480,Compound Symmetry,TRTAN*VISITNUM
WEEK 12,9,Xanomeline Low Dose,54,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),MCH,,0.01414,0.007960,Compound Symmetry,TRTAN*VISITNUM
WEEK 12,9,Xanomeline High Dose,81,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),MCH,,0.006690,0.007871,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 9.2,9.2,Placebo,0,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),MCH,,0.005034,0.03165,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 9.2,9.2,Xanomeline High Dose,81,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),MCH,,-0.02409,0.04434,Compound Symmetry,TRTAN*VISITNUM
WEEK 16,10,Placebo,0,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),MCH,,-0.00645,0.007400,Compound Symmetry,TRTAN*VISITNUM
WEEK 16,10,Xanomeline Low Dose,54,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),MCH,,0.005962,0.008457,Compound Symmetry,TRTAN*VISITNUM
WEEK 16,10,Xanomeline High Dose,81,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),MCH,,-0.00031,0.008853,Compound Symmetry,TRTAN*VISITNUM
WEEK 20,11,Placebo,0,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),MCH,,-0.00671,0.007350,Compound Symmetry,TRTAN*VISITNUM
WEEK 20,11,Xanomeline Low Dose,54,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),MCH,,0.01013,0.009343,Compound Symmetry,TRTAN*VISITNUM
WEEK 20,11,Xanomeline High Dose,81,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),MCH,,-0.00411,0.009464,Compound Symmetry,TRTAN*VISITNUM
WEEK 24,12,Placebo,0,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),MCH,,-0.01650,0.006721,Compound Symmetry,TRTAN*VISITNUM
WEEK 24,12,Xanomeline Low Dose,54,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),MCH,,-0.00523,0.008621,Compound Symmetry,TRTAN*VISITNUM
WEEK 24,12,Xanomeline High Dose,81,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),MCH,,-0.00447,0.008176,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 12.1,12.1,Placebo,0,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),MCH,,-0.07222,0.04411,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 12.1,12.1,Xanomeline Low Dose,54,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),MCH,,-0.05142,0.04436,Compound Symmetry,TRTAN*VISITNUM
WEEK 26,13,Placebo,0,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),MCH,,-0.01113,0.007821,Compound Symmetry,TRTAN*VISITNUM
WEEK 26,13,Xanomeline Low Dose,54,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),MCH,,0.000740,0.01053,Compound Symmetry,TRTAN*VISITNUM
WEEK 26,13,Xanomeline High Dose,81,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),MCH,,-0.01333,0.01024,Compound Symmetry,TRTAN*VISITNUM
,,,,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),MCH,Did not converge or Unable to make Hessian positive definite,,,First Order Autoregressive,
,,,,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),MCH,Did not converge or Unable to make Hessian positive definite,,,Heterogeneous Compound Symmetry,
,,,,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),MCH,Did not converge or Unable to make Hessian positive definite,,,Heterogeneous First Order Autoregressive,
,,,,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),MCH,Did not converge or Unable to make Hessian positive definite,,,Toeplitz,
,,,,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),MCH,Did not converge or Unable to make Hessian positive definite,,,Unstructured,
,_,Placebo,0,Ery. Mean Corpuscular HGB Concentration (mmol/L),MCHC,,,,Compound Symmetry,TRTAN
,_,Xanomeline Low Dose,54,Ery. Mean Corpuscular HGB Concentration (mmol/L),MCHC,,,,Compound Symmetry,TRTAN
,_,Xanomeline High Dose,81,Ery. Mean Corpuscular HGB Concentration (mmol/L),MCHC,,,,Compound Symmetry,TRTAN
UNSCHEDULED 1.1,1.1,Placebo,0,Ery. Mean Corpuscular HGB Concentration (mmol/L),MCHC,,-0.2933,0.2766,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 1.1,1.1,Xanomeline Low Dose,54,Ery. Mean Corpuscular HGB Concentration (mmol/L),MCHC,,0.07555,0.3048,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 1.1,1.1,Xanomeline High Dose,81,Ery. Mean Corpuscular HGB Concentration (mmol/L),MCHC,,0.1297,0.2776,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 1.2,1.2,Xanomeline Low Dose,54,Ery. Mean Corpuscular HGB Concentration (mmol/L),MCHC,,0.8490,0.4685,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 1.2,1.2,Xanomeline High Dose,81,Ery. Mean Corpuscular HGB Concentration (mmol/L),MCHC,,0.1760,0.6596,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 1.3,1.3,Placebo,0,Ery. Mean Corpuscular HGB Concentration (mmol/L),MCHC,,0.3224,0.7260,Compound Symmetry,TRTAN*VISITNUM
WEEK 2,4,Placebo,0,Ery. Mean Corpuscular HGB Concentration (mmol/L),MCHC,,-0.2453,0.08365,Compound Symmetry,TRTAN*VISITNUM
WEEK 2,4,Xanomeline Low Dose,54,Ery. Mean Corpuscular HGB Concentration (mmol/L),MCHC,,-0.1292,0.08497,Compound Symmetry,TRTAN*VISITNUM
WEEK 2,4,Xanomeline High Dose,81,Ery. Mean Corpuscular HGB Concentration (mmol/L),MCHC,,-0.01100,0.08495,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 4.1,4.1,Placebo,0,Ery. Mean Corpuscular HGB Concentration (mmol/L),MCHC,,-0.5500,0.6846,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 4.1,4.1,Xanomeline Low Dose,54,Ery. Mean Corpuscular HGB Concentration (mmol/L),MCHC,,-0.6930,0.6515,Compound Symmetry,TRTAN*VISITNUM
WEEK 4,5,Placebo,0,Ery. Mean Corpuscular HGB Concentration (mmol/L),MCHC,,-0.3246,0.08519,Compound Symmetry,TRTAN*VISITNUM
WEEK 4,5,Xanomeline Low Dose,54,Ery. Mean Corpuscular HGB Concentration (mmol/L),MCHC,,-0.1918,0.08992,Compound Symmetry,TRTAN*VISITNUM
WEEK 4,5,Xanomeline High Dose,81,Ery. Mean Corpuscular HGB Concentration (mmol/L),MCHC,,-0.03488,0.09050,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 5.1,5.1,Placebo,0,Ery. Mean Corpuscular HGB Concentration (mmol/L),MCHC,,-0.5500,0.6846,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 5.1,5.1,Xanomeline Low Dose,54,Ery. Mean Corpuscular HGB Concentration (mmol/L),MCHC,,0.03131,0.6533,Compound Symmetry,TRTAN*VISITNUM
WEEK 6,7,Placebo,0,Ery. Mean Corpuscular HGB Concentration (mmol/L),MCHC,,-0.03268,0.08805,Compound Symmetry,TRTAN*VISITNUM
WEEK 6,7,Xanomeline Low Dose,54,Ery. Mean Corpuscular HGB Concentration (mmol/L),MCHC,,-0.3018,0.09573,Compound Symmetry,TRTAN*VISITNUM
WEEK 6,7,Xanomeline High Dose,81,Ery. Mean Corpuscular HGB Concentration (mmol/L),MCHC,,-0.1901,0.09028,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 7.1,7.1,Xanomeline Low Dose,54,Ery. Mean Corpuscular HGB Concentration (mmol/L),MCHC,,0.2024,0.4719,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 7.1,7.1,Xanomeline High Dose,81,Ery. Mean Corpuscular HGB Concentration (mmol/L),MCHC,,-0.4319,0.6533,Compound Symmetry,TRTAN*VISITNUM
WEEK 8,8,Placebo,0,Ery. Mean Corpuscular HGB Concentration (mmol/L),MCHC,,-0.1970,0.08819,Compound Symmetry,TRTAN*VISITNUM
WEEK 8,8,Xanomeline Low Dose,54,Ery. Mean Corpuscular HGB Concentration (mmol/L),MCHC,,-0.2155,0.09848,Compound Symmetry,TRTAN*VISITNUM
WEEK 8,8,Xanomeline High Dose,81,Ery. Mean Corpuscular HGB Concentration (mmol/L),MCHC,,-0.01302,0.09670,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 8.2,8.2,Placebo,0,Ery. Mean Corpuscular HGB Concentration (mmol/L),MCHC,,0.2677,0.4629,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 8.2,8.2,Xanomeline Low Dose,54,Ery. Mean Corpuscular HGB Concentration (mmol/L),MCHC,,0.3163,0.6757,Compound Symmetry,TRTAN*VISITNUM
WEEK 12,9,Placebo,0,Ery. Mean Corpuscular HGB Concentration (mmol/L),MCHC,,-0.2413,0.09245,Compound Symmetry,TRTAN*VISITNUM
WEEK 12,9,Xanomeline Low Dose,54,Ery. Mean Corpuscular HGB Concentration (mmol/L),MCHC,,-0.1598,0.09977,Compound Symmetry,TRTAN*VISITNUM
WEEK 12,9,Xanomeline High Dose,81,Ery. Mean Corpuscular HGB Concentration (mmol/L),MCHC,,-0.04799,0.09700,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 9.2,9.2,Placebo,0,Ery. Mean Corpuscular HGB Concentration (mmol/L),MCHC,,-0.00376,0.4648,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 9.2,9.2,Xanomeline High Dose,81,Ery. Mean Corpuscular HGB Concentration (mmol/L),MCHC,,-0.1110,0.6532,Compound Symmetry,TRTAN*VISITNUM
WEEK 16,10,Placebo,0,Ery. Mean Corpuscular HGB Concentration (mmol/L),MCHC,,-0.3665,0.09046,Compound Symmetry,TRTAN*VISITNUM
WEEK 16,10,Xanomeline Low Dose,54,Ery. Mean Corpuscular HGB Concentration (mmol/L),MCHC,,-0.3844,0.1078,Compound Symmetry,TRTAN*VISITNUM
WEEK 16,10,Xanomeline High Dose,81,Ery. Mean Corpuscular HGB Concentration (mmol/L),MCHC,,-0.1139,0.1139,Compound Symmetry,TRTAN*VISITNUM
WEEK 20,11,Placebo,0,Ery. Mean Corpuscular HGB Concentration (mmol/L),MCHC,,-0.1784,0.09000,Compound Symmetry,TRTAN*VISITNUM
WEEK 20,11,Xanomeline Low Dose,54,Ery. Mean Corpuscular HGB Concentration (mmol/L),MCHC,,-0.4383,0.1226,Compound Symmetry,TRTAN*VISITNUM
WEEK 20,11,Xanomeline High Dose,81,Ery. Mean Corpuscular HGB Concentration (mmol/L),MCHC,,-0.1998,0.1242,Compound Symmetry,TRTAN*VISITNUM
WEEK 24,12,Placebo,0,Ery. Mean Corpuscular HGB Concentration (mmol/L),MCHC,,-0.4274,0.07776,Compound Symmetry,TRTAN*VISITNUM
WEEK 24,12,Xanomeline Low Dose,54,Ery. Mean Corpuscular HGB Concentration (mmol/L),MCHC,,-0.2108,0.1100,Compound Symmetry,TRTAN*VISITNUM
WEEK 24,12,Xanomeline High Dose,81,Ery. Mean Corpuscular HGB Concentration (mmol/L),MCHC,,-0.1400,0.1019,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 12.1,12.1,Placebo,0,Ery. Mean Corpuscular HGB Concentration (mmol/L),MCHC,,-1.5988,0.6506,Compound Symmetry,TRTAN*VISITNUM
UNSCHEDULED 12.1,12.1,Xanomeline Low Dose,54,Ery. Mean Corpuscular HGB Concentration (mmol/L),MCHC,,-1.3015,0.6536,Compound Symmetry,TRTAN*VISITNUM
WEEK 26,13,Placebo,0,Ery. Mean Corpuscular HGB Concentration (mmol/L),MCHC,,-0.2886,0.09864,Compound Symmetry,TRTAN*VISITNUM
WEEK 26,13,Xanomeline Low Dose,54,Ery. Mean Corpuscular HGB Concentration (mmol/L),MCHC,,-0.6192,0.1421,Compound Symmetry,TRTAN*VISITNUM
