reftrta,reftrtan,VISIT,VISITNUM,TRTA,TRTAN,PARAMCD,PARAM,lsmeans_difference,pval_interaction,lowerci95,upperci95,covariatestructure
Xanomeline High Dose,81,WEEK 20,11,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),-0.00576,0.85038965322145000,-0.06562,0.05411,Toeplitz
Placebo,0,WEEK 20,11,Xanomeline High Dose,81,MONO,Monocytes (GI/L),-0.01469,0.57985585235247000,-0.06674,0.03735,Toeplitz
Placebo,0,WEEK 24,12,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),-0.02516,0.24350753050377000,-0.06746,0.01714,Toeplitz
Xanomeline High Dose,81,WEEK 24,12,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),0.01338,0.58673795658913000,-0.03488,0.06163,Toeplitz
Placebo,0,WEEK 24,12,Xanomeline High Dose,81,MONO,Monocytes (GI/L),-0.03854,0.05919589954654980,-0.07857,0.001497,Toeplitz
Placebo,0,WEEK 26,13,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),-0.03107,0.31027934600224000,-0.09110,0.02897,Toeplitz
Xanomeline High Dose,81,WEEK 26,13,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),-0.02304,0.51737451196684000,-0.09283,0.04675,Toeplitz
Placebo,0,WEEK 26,13,Xanomeline High Dose,81,MONO,Monocytes (GI/L),-0.00803,0.78923576774755000,-0.06691,0.05085,Toeplitz
Placebo,0,WEEK 2,4,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),0.03042,0.11346410222145000,-0.00726,0.06810,Heterogeneous First Order Autoregressive
Xanomeline High Dose,81,WEEK 2,4,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),0.01030,0.59126647424204000,-0.02731,0.04790,Heterogeneous First Order Autoregressive
Placebo,0,WEEK 2,4,Xanomeline High Dose,81,MONO,Monocytes (GI/L),0.02013,0.29684753931649000,-0.01770,0.05795,Heterogeneous First Order Autoregressive
Placebo,0,WEEK 4,5,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),0.01113,0.57904438928143000,-0.02820,0.05046,Heterogeneous First Order Autoregressive
Xanomeline High Dose,81,WEEK 4,5,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),0.01068,0.60350274571872000,-0.02965,0.05102,Heterogeneous First Order Autoregressive
Placebo,0,WEEK 4,5,Xanomeline High Dose,81,MONO,Monocytes (GI/L),0.000444,0.98221843913755000,-0.03862,0.03950,Heterogeneous First Order Autoregressive
Placebo,0,WEEK 6,7,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),0.01871,0.38208158279488000,-0.02327,0.06070,Heterogeneous First Order Autoregressive
Xanomeline High Dose,81,WEEK 6,7,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),-0.01187,0.58491864471093000,-0.05451,0.03076,Heterogeneous First Order Autoregressive
Placebo,0,WEEK 6,7,Xanomeline High Dose,81,MONO,Monocytes (GI/L),0.03059,0.14086112583915000,-0.01013,0.07131,Heterogeneous First Order Autoregressive
Placebo,0,WEEK 8,8,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),0.02722,0.20783294711499000,-0.01515,0.06960,Heterogeneous First Order Autoregressive
Xanomeline High Dose,81,WEEK 8,8,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),0.004865,0.83033445153753000,-0.03966,0.04939,Heterogeneous First Order Autoregressive
Placebo,0,WEEK 8,8,Xanomeline High Dose,81,MONO,Monocytes (GI/L),0.02236,0.30098649813321000,-0.02003,0.06475,Heterogeneous First Order Autoregressive
Placebo,0,WEEK 12,9,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),0.01327,0.55782471387823000,-0.03113,0.05768,Heterogeneous First Order Autoregressive
Xanomeline High Dose,81,WEEK 12,9,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),0.03828,0.09369083994097000,-0.00649,0.08304,Heterogeneous First Order Autoregressive
Placebo,0,WEEK 12,9,Xanomeline High Dose,81,MONO,Monocytes (GI/L),-0.02501,0.26099641758055000,-0.06863,0.01861,Heterogeneous First Order Autoregressive
Placebo,0,WEEK 16,10,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),0.000560,0.98102814084004000,-0.04565,0.04677,Heterogeneous First Order Autoregressive
Xanomeline High Dose,81,WEEK 16,10,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),0.01693,0.52625585171544000,-0.03546,0.06932,Heterogeneous First Order Autoregressive
Placebo,0,WEEK 16,10,Xanomeline High Dose,81,MONO,Monocytes (GI/L),-0.01637,0.50924519785918000,-0.06501,0.03227,Heterogeneous First Order Autoregressive
Placebo,0,WEEK 20,11,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),-0.02045,0.42869068579984000,-0.07112,0.03022,Heterogeneous First Order Autoregressive
Xanomeline High Dose,81,WEEK 20,11,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),-0.00576,0.85038965322145000,-0.06562,0.05411,Heterogeneous First Order Autoregressive
Placebo,0,WEEK 20,11,Xanomeline High Dose,81,MONO,Monocytes (GI/L),-0.01469,0.57985585235247000,-0.06674,0.03735,Heterogeneous First Order Autoregressive
Placebo,0,WEEK 24,12,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),-0.02516,0.24350753050377000,-0.06746,0.01714,Heterogeneous First Order Autoregressive
Xanomeline High Dose,81,WEEK 24,12,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),0.01338,0.58673795658913000,-0.03488,0.06163,Heterogeneous First Order Autoregressive
Placebo,0,WEEK 24,12,Xanomeline High Dose,81,MONO,Monocytes (GI/L),-0.03854,0.05919589954654980,-0.07857,0.001497,Heterogeneous First Order Autoregressive
Placebo,0,WEEK 26,13,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),-0.03107,0.31027934600224000,-0.09110,0.02897,Heterogeneous First Order Autoregressive
Xanomeline High Dose,81,WEEK 26,13,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),-0.02304,0.51737451196684000,-0.09283,0.04675,Heterogeneous First Order Autoregressive
Placebo,0,WEEK 26,13,Xanomeline High Dose,81,MONO,Monocytes (GI/L),-0.00803,0.78923576774755000,-0.06691,0.05085,Heterogeneous First Order Autoregressive
Placebo,0,WEEK 2,4,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),0.03042,0.11346410222145000,-0.00726,0.06810,Heterogeneous Compound Symmetry
Xanomeline High Dose,81,WEEK 2,4,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),0.01030,0.59126647424204000,-0.02731,0.04790,Heterogeneous Compound Symmetry
Placebo,0,WEEK 2,4,Xanomeline High Dose,81,MONO,Monocytes (GI/L),0.02013,0.29684753931649000,-0.01770,0.05795,Heterogeneous Compound Symmetry
Placebo,0,WEEK 4,5,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),0.01113,0.57904438928143000,-0.02820,0.05046,Heterogeneous Compound Symmetry
Xanomeline High Dose,81,WEEK 4,5,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),0.01068,0.60350274571872000,-0.02965,0.05102,Heterogeneous Compound Symmetry
Placebo,0,WEEK 4,5,Xanomeline High Dose,81,MONO,Monocytes (GI/L),0.000444,0.98221843913755000,-0.03862,0.03950,Heterogeneous Compound Symmetry
Placebo,0,WEEK 6,7,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),0.01871,0.38208158279488000,-0.02327,0.06070,Heterogeneous Compound Symmetry
Xanomeline High Dose,81,WEEK 6,7,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),-0.01187,0.58491864471093000,-0.05451,0.03076,Heterogeneous Compound Symmetry
Placebo,0,WEEK 6,7,Xanomeline High Dose,81,MONO,Monocytes (GI/L),0.03059,0.14086112583915000,-0.01013,0.07131,Heterogeneous Compound Symmetry
Placebo,0,WEEK 8,8,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),0.02722,0.20783294711499000,-0.01515,0.06960,Heterogeneous Compound Symmetry
Xanomeline High Dose,81,WEEK 8,8,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),0.004865,0.83033445153753000,-0.03966,0.04939,Heterogeneous Compound Symmetry
Placebo,0,WEEK 8,8,Xanomeline High Dose,81,MONO,Monocytes (GI/L),0.02236,0.30098649813321000,-0.02003,0.06475,Heterogeneous Compound Symmetry
Placebo,0,WEEK 12,9,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),0.01327,0.55782471387823000,-0.03113,0.05768,Heterogeneous Compound Symmetry
Xanomeline High Dose,81,WEEK 12,9,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),0.03828,0.09369083994097000,-0.00649,0.08304,Heterogeneous Compound Symmetry
Placebo,0,WEEK 12,9,Xanomeline High Dose,81,MONO,Monocytes (GI/L),-0.02501,0.26099641758055000,-0.06863,0.01861,Heterogeneous Compound Symmetry
Placebo,0,WEEK 16,10,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),0.000560,0.98102814084004000,-0.04565,0.04677,Heterogeneous Compound Symmetry
Xanomeline High Dose,81,WEEK 16,10,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),0.01693,0.52625585171544000,-0.03546,0.06932,Heterogeneous Compound Symmetry
Placebo,0,WEEK 16,10,Xanomeline High Dose,81,MONO,Monocytes (GI/L),-0.01637,0.50924519785918000,-0.06501,0.03227,Heterogeneous Compound Symmetry
Placebo,0,WEEK 20,11,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),-0.02045,0.42869068579984000,-0.07112,0.03022,Heterogeneous Compound Symmetry
Xanomeline High Dose,81,WEEK 20,11,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),-0.00576,0.85038965322145000,-0.06562,0.05411,Heterogeneous Compound Symmetry
Placebo,0,WEEK 20,11,Xanomeline High Dose,81,MONO,Monocytes (GI/L),-0.01469,0.57985585235247000,-0.06674,0.03735,Heterogeneous Compound Symmetry
Placebo,0,WEEK 24,12,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),-0.02516,0.24350753050377000,-0.06746,0.01714,Heterogeneous Compound Symmetry
Xanomeline High Dose,81,WEEK 24,12,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),0.01338,0.58673795658913000,-0.03488,0.06163,Heterogeneous Compound Symmetry
Placebo,0,WEEK 24,12,Xanomeline High Dose,81,MONO,Monocytes (GI/L),-0.03854,0.05919589954654980,-0.07857,0.001497,Heterogeneous Compound Symmetry
Placebo,0,WEEK 26,13,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),-0.03107,0.31027934600224000,-0.09110,0.02897,Heterogeneous Compound Symmetry
Xanomeline High Dose,81,WEEK 26,13,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),-0.02304,0.51737451196684000,-0.09283,0.04675,Heterogeneous Compound Symmetry
Placebo,0,WEEK 26,13,Xanomeline High Dose,81,MONO,Monocytes (GI/L),-0.00803,0.78923576774755000,-0.06691,0.05085,Heterogeneous Compound Symmetry
Placebo,0,WEEK 2,4,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),0.03042,0.11346410222145000,-0.00726,0.06810,First Order Autoregressive
Xanomeline High Dose,81,WEEK 2,4,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),0.01030,0.59126647424204000,-0.02731,0.04790,First Order Autoregressive
Placebo,0,WEEK 2,4,Xanomeline High Dose,81,MONO,Monocytes (GI/L),0.02013,0.29684753931649000,-0.01770,0.05795,First Order Autoregressive
Placebo,0,WEEK 4,5,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),0.01113,0.57904438928143000,-0.02820,0.05046,First Order Autoregressive
Xanomeline High Dose,81,WEEK 4,5,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),0.01068,0.60350274571872000,-0.02965,0.05102,First Order Autoregressive
Placebo,0,WEEK 4,5,Xanomeline High Dose,81,MONO,Monocytes (GI/L),0.000444,0.98221843913755000,-0.03862,0.03950,First Order Autoregressive
Placebo,0,WEEK 6,7,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),0.01871,0.38208158279488000,-0.02327,0.06070,First Order Autoregressive
Xanomeline High Dose,81,WEEK 6,7,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),-0.01187,0.58491864471093000,-0.05451,0.03076,First Order Autoregressive
Placebo,0,WEEK 6,7,Xanomeline High Dose,81,MONO,Monocytes (GI/L),0.03059,0.14086112583915000,-0.01013,0.07131,First Order Autoregressive
Placebo,0,WEEK 8,8,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),0.02722,0.20783294711499000,-0.01515,0.06960,First Order Autoregressive
Xanomeline High Dose,81,WEEK 8,8,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),0.004865,0.83033445153753000,-0.03966,0.04939,First Order Autoregressive
Placebo,0,WEEK 8,8,Xanomeline High Dose,81,MONO,Monocytes (GI/L),0.02236,0.30098649813321000,-0.02003,0.06475,First Order Autoregressive
Placebo,0,WEEK 12,9,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),0.01327,0.55782471387823000,-0.03113,0.05768,First Order Autoregressive
Xanomeline High Dose,81,WEEK 12,9,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),0.03828,0.09369083994097000,-0.00649,0.08304,First Order Autoregressive
Placebo,0,WEEK 12,9,Xanomeline High Dose,81,MONO,Monocytes (GI/L),-0.02501,0.26099641758055000,-0.06863,0.01861,First Order Autoregressive
Placebo,0,WEEK 16,10,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),0.000560,0.98102814084004000,-0.04565,0.04677,First Order Autoregressive
Xanomeline High Dose,81,WEEK 16,10,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),0.01693,0.52625585171544000,-0.03546,0.06932,First Order Autoregressive
Placebo,0,WEEK 16,10,Xanomeline High Dose,81,MONO,Monocytes (GI/L),-0.01637,0.50924519785918000,-0.06501,0.03227,First Order Autoregressive
Placebo,0,WEEK 20,11,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),-0.02045,0.42869068579984000,-0.07112,0.03022,First Order Autoregressive
Xanomeline High Dose,81,WEEK 20,11,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),-0.00576,0.85038965322145000,-0.06562,0.05411,First Order Autoregressive
Placebo,0,WEEK 20,11,Xanomeline High Dose,81,MONO,Monocytes (GI/L),-0.01469,0.57985585235247000,-0.06674,0.03735,First Order Autoregressive
Placebo,0,WEEK 24,12,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),-0.02516,0.24350753050377000,-0.06746,0.01714,First Order Autoregressive
Xanomeline High Dose,81,WEEK 24,12,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),0.01338,0.58673795658913000,-0.03488,0.06163,First Order Autoregressive
Placebo,0,WEEK 24,12,Xanomeline High Dose,81,MONO,Monocytes (GI/L),-0.03854,0.05919589954654980,-0.07857,0.001497,First Order Autoregressive
Placebo,0,WEEK 26,13,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),-0.03107,0.31027934600224000,-0.09110,0.02897,First Order Autoregressive
Xanomeline High Dose,81,WEEK 26,13,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),-0.02304,0.51737451196684000,-0.09283,0.04675,First Order Autoregressive
Placebo,0,WEEK 26,13,Xanomeline High Dose,81,MONO,Monocytes (GI/L),-0.00803,0.78923576774755000,-0.06691,0.05085,First Order Autoregressive
Placebo,0,WEEK 2,4,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),0.03042,0.11346410222145000,-0.00726,0.06810,Compound Symmetry
Xanomeline High Dose,81,WEEK 2,4,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),0.01030,0.59126647424204000,-0.02731,0.04790,Compound Symmetry
Placebo,0,WEEK 2,4,Xanomeline High Dose,81,MONO,Monocytes (GI/L),0.02013,0.29684753931649000,-0.01770,0.05795,Compound Symmetry
Placebo,0,WEEK 4,5,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),0.01113,0.57904438928143000,-0.02820,0.05046,Compound Symmetry
Xanomeline High Dose,81,WEEK 4,5,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),0.01068,0.60350274571872000,-0.02965,0.05102,Compound Symmetry
Placebo,0,WEEK 4,5,Xanomeline High Dose,81,MONO,Monocytes (GI/L),0.000444,0.98221843913755000,-0.03862,0.03950,Compound Symmetry
Placebo,0,WEEK 6,7,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),0.01871,0.38208158279488000,-0.02327,0.06070,Compound Symmetry
Xanomeline High Dose,81,WEEK 6,7,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),-0.01187,0.58491864471093000,-0.05451,0.03076,Compound Symmetry
Placebo,0,WEEK 6,7,Xanomeline High Dose,81,MONO,Monocytes (GI/L),0.03059,0.14086112583915000,-0.01013,0.07131,Compound Symmetry
Placebo,0,WEEK 8,8,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),0.02722,0.20783294711499000,-0.01515,0.06960,Compound Symmetry
Xanomeline High Dose,81,WEEK 8,8,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),0.004865,0.83033445153753000,-0.03966,0.04939,Compound Symmetry
Placebo,0,WEEK 8,8,Xanomeline High Dose,81,MONO,Monocytes (GI/L),0.02236,0.30098649813321000,-0.02003,0.06475,Compound Symmetry
Placebo,0,WEEK 12,9,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),0.01327,0.55782471387823000,-0.03113,0.05768,Compound Symmetry
Xanomeline High Dose,81,WEEK 12,9,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),0.03828,0.09369083994097000,-0.00649,0.08304,Compound Symmetry
Placebo,0,WEEK 12,9,Xanomeline High Dose,81,MONO,Monocytes (GI/L),-0.02501,0.26099641758055000,-0.06863,0.01861,Compound Symmetry
Placebo,0,WEEK 16,10,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),0.000560,0.98102814084004000,-0.04565,0.04677,Compound Symmetry
Xanomeline High Dose,81,WEEK 16,10,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),0.01693,0.52625585171544000,-0.03546,0.06932,Compound Symmetry
Placebo,0,WEEK 16,10,Xanomeline High Dose,81,MONO,Monocytes (GI/L),-0.01637,0.50924519785918000,-0.06501,0.03227,Compound Symmetry
Placebo,0,WEEK 20,11,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),-0.02045,0.42869068579984000,-0.07112,0.03022,Compound Symmetry
Xanomeline High Dose,81,WEEK 20,11,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),-0.00576,0.85038965322145000,-0.06562,0.05411,Compound Symmetry
Placebo,0,WEEK 20,11,Xanomeline High Dose,81,MONO,Monocytes (GI/L),-0.01469,0.57985585235247000,-0.06674,0.03735,Compound Symmetry
Placebo,0,WEEK 24,12,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),-0.02516,0.24350753050377000,-0.06746,0.01714,Compound Symmetry
Xanomeline High Dose,81,WEEK 24,12,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),0.01338,0.58673795658913000,-0.03488,0.06163,Compound Symmetry
Placebo,0,WEEK 24,12,Xanomeline High Dose,81,MONO,Monocytes (GI/L),-0.03854,0.05919589954654980,-0.07857,0.001497,Compound Symmetry
Placebo,0,WEEK 26,13,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),-0.03107,0.31027934600224000,-0.09110,0.02897,Compound Symmetry
Xanomeline High Dose,81,WEEK 26,13,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),-0.02304,0.51737451196684000,-0.09283,0.04675,Compound Symmetry
Placebo,0,WEEK 26,13,Xanomeline High Dose,81,MONO,Monocytes (GI/L),-0.00803,0.78923576774755000,-0.06691,0.05085,Compound Symmetry
Placebo,0,WEEK 2,4,Xanomeline Low Dose,54,MCV,Ery. Mean Corpuscular Volume (fL),-0.5894,0.29883065394636000,-1.7018,0.5230,Unstructured
Xanomeline High Dose,81,WEEK 2,4,Xanomeline Low Dose,54,MCV,Ery. Mean Corpuscular Volume (fL),0.2599,0.64616865266127000,-0.8502,1.3699,Unstructured
Placebo,0,WEEK 2,4,Xanomeline High Dose,81,MCV,Ery. Mean Corpuscular Volume (fL),-0.8493,0.13316767487827000,-1.9580,0.2594,Unstructured
Placebo,0,WEEK 4,5,Xanomeline Low Dose,54,MCV,Ery. Mean Corpuscular Volume (fL),-0.8507,0.15130406902148000,-2.0130,0.3116,Unstructured
Xanomeline High Dose,81,WEEK 4,5,Xanomeline Low Dose,54,MCV,Ery. Mean Corpuscular Volume (fL),0.7782,0.20350738968501000,-0.4216,1.9779,Unstructured
Placebo,0,WEEK 4,5,Xanomeline High Dose,81,MCV,Ery. Mean Corpuscular Volume (fL),-1.6289,0.00629239594464509,-2.7967,-0.4610,Unstructured
Placebo,0,WEEK 6,7,Xanomeline Low Dose,54,MCV,Ery. Mean Corpuscular Volume (fL),-0.3078,0.62603938055589000,-1.5464,0.9308,Unstructured
Xanomeline High Dose,81,WEEK 6,7,Xanomeline Low Dose,54,MCV,Ery. Mean Corpuscular Volume (fL),0.2391,0.70605368821218000,-1.0042,1.4825,Unstructured
Placebo,0,WEEK 6,7,Xanomeline High Dose,81,MCV,Ery. Mean Corpuscular Volume (fL),-0.5469,0.36546929214656000,-1.7320,0.6381,Unstructured
Placebo,0,WEEK 8,8,Xanomeline Low Dose,54,MCV,Ery. Mean Corpuscular Volume (fL),-0.3541,0.58125701398453000,-1.6130,0.9049,Unstructured
Xanomeline High Dose,81,WEEK 8,8,Xanomeline Low Dose,54,MCV,Ery. Mean Corpuscular Volume (fL),0.5392,0.42019638067080000,-0.7725,1.8510,Unstructured
Placebo,0,WEEK 8,8,Xanomeline High Dose,81,MCV,Ery. Mean Corpuscular Volume (fL),-0.8933,0.16014451972698000,-2.1402,0.3536,Unstructured
Placebo,0,WEEK 12,9,Xanomeline Low Dose,54,MCV,Ery. Mean Corpuscular Volume (fL),-0.05279,0.93675541198946000,-1.3575,1.2519,Unstructured
Xanomeline High Dose,81,WEEK 12,9,Xanomeline Low Dose,54,MCV,Ery. Mean Corpuscular Volume (fL),0.2942,0.66016154284878000,-1.0180,1.6065,Unstructured
Placebo,0,WEEK 12,9,Xanomeline High Dose,81,MCV,Ery. Mean Corpuscular Volume (fL),-0.3470,0.59571485694807000,-1.6296,0.9356,Unstructured
Placebo,0,WEEK 16,10,Xanomeline Low Dose,54,MCV,Ery. Mean Corpuscular Volume (fL),-0.1813,0.79705947045339000,-1.5642,1.2015,Unstructured
Xanomeline High Dose,81,WEEK 16,10,Xanomeline Low Dose,54,MCV,Ery. Mean Corpuscular Volume (fL),0.4886,0.53175812047890000,-1.0437,2.0210,Unstructured
Placebo,0,WEEK 16,10,Xanomeline High Dose,81,MCV,Ery. Mean Corpuscular Volume (fL),-0.6700,0.35751614986302000,-2.0977,0.7578,Unstructured
Placebo,0,WEEK 20,11,Xanomeline Low Dose,54,MCV,Ery. Mean Corpuscular Volume (fL),0.7888,0.29984185831392000,-0.7030,2.2807,Unstructured
Xanomeline High Dose,81,WEEK 20,11,Xanomeline Low Dose,54,MCV,Ery. Mean Corpuscular Volume (fL),0.6416,0.47061380041459000,-1.1023,2.3856,Unstructured
Placebo,0,WEEK 20,11,Xanomeline High Dose,81,MCV,Ery. Mean Corpuscular Volume (fL),0.1472,0.85019892277883000,-1.3812,1.6756,Unstructured
Placebo,0,WEEK 24,12,Xanomeline Low Dose,54,MCV,Ery. Mean Corpuscular Volume (fL),-0.4242,0.50248959872722000,-1.6648,0.8163,Unstructured
Xanomeline High Dose,81,WEEK 24,12,Xanomeline Low Dose,54,MCV,Ery. Mean Corpuscular Volume (fL),-0.1137,0.87379967952919000,-1.5177,1.2903,Unstructured
Placebo,0,WEEK 24,12,Xanomeline High Dose,81,MCV,Ery. Mean Corpuscular Volume (fL),-0.3105,0.60385694868479000,-1.4841,0.8631,Unstructured
Placebo,0,WEEK 26,13,Xanomeline Low Dose,54,MCV,Ery. Mean Corpuscular Volume (fL),1.1101,0.21689399045617000,-0.6525,2.8726,Unstructured
Xanomeline High Dose,81,WEEK 26,13,Xanomeline Low Dose,54,MCV,Ery. Mean Corpuscular Volume (fL),1.2873,0.21563464934015000,-0.7510,3.3256,Unstructured
Placebo,0,WEEK 26,13,Xanomeline High Dose,81,MCV,Ery. Mean Corpuscular Volume (fL),-0.1772,0.84095020865065000,-1.9090,1.5545,Unstructured
Placebo,0,WEEK 2,4,Xanomeline Low Dose,54,MCV,Ery. Mean Corpuscular Volume (fL),-0.5894,0.29883065394636000,-1.7018,0.5230,Toeplitz
Xanomeline High Dose,81,WEEK 2,4,Xanomeline Low Dose,54,MCV,Ery. Mean Corpuscular Volume (fL),0.2599,0.64616865266127000,-0.8502,1.3699,Toeplitz
Placebo,0,WEEK 2,4,Xanomeline High Dose,81,MCV,Ery. Mean Corpuscular Volume (fL),-0.8493,0.13316767487827000,-1.9580,0.2594,Toeplitz
Placebo,0,WEEK 4,5,Xanomeline Low Dose,54,MCV,Ery. Mean Corpuscular Volume (fL),-0.8507,0.15130406902148000,-2.0130,0.3116,Toeplitz
Xanomeline High Dose,81,WEEK 4,5,Xanomeline Low Dose,54,MCV,Ery. Mean Corpuscular Volume (fL),0.7782,0.20350738968501000,-0.4216,1.9779,Toeplitz
Placebo,0,WEEK 4,5,Xanomeline High Dose,81,MCV,Ery. Mean Corpuscular Volume (fL),-1.6289,0.00629239594464509,-2.7967,-0.4610,Toeplitz
Placebo,0,WEEK 6,7,Xanomeline Low Dose,54,MCV,Ery. Mean Corpuscular Volume (fL),-0.3078,0.62603938055589000,-1.5464,0.9308,Toeplitz
Xanomeline High Dose,81,WEEK 6,7,Xanomeline Low Dose,54,MCV,Ery. Mean Corpuscular Volume (fL),0.2391,0.70605368821218000,-1.0042,1.4825,Toeplitz
Placebo,0,WEEK 6,7,Xanomeline High Dose,81,MCV,Ery. Mean Corpuscular Volume (fL),-0.5469,0.36546929214656000,-1.7320,0.6381,Toeplitz
Placebo,0,WEEK 8,8,Xanomeline Low Dose,54,MCV,Ery. Mean Corpuscular Volume (fL),-0.3541,0.58125701398453000,-1.6130,0.9049,Toeplitz
Xanomeline High Dose,81,WEEK 8,8,Xanomeline Low Dose,54,MCV,Ery. Mean Corpuscular Volume (fL),0.5392,0.42019638067080000,-0.7725,1.8510,Toeplitz
Placebo,0,WEEK 8,8,Xanomeline High Dose,81,MCV,Ery. Mean Corpuscular Volume (fL),-0.8933,0.16014451972698000,-2.1402,0.3536,Toeplitz
Placebo,0,WEEK 12,9,Xanomeline Low Dose,54,MCV,Ery. Mean Corpuscular Volume (fL),-0.05279,0.93675541198946000,-1.3575,1.2519,Toeplitz
Xanomeline High Dose,81,WEEK 12,9,Xanomeline Low Dose,54,MCV,Ery. Mean Corpuscular Volume (fL),0.2942,0.66016154284878000,-1.0180,1.6065,Toeplitz
Placebo,0,WEEK 12,9,Xanomeline High Dose,81,MCV,Ery. Mean Corpuscular Volume (fL),-0.3470,0.59571485694807000,-1.6296,0.9356,Toeplitz
Placebo,0,WEEK 16,10,Xanomeline Low Dose,54,MCV,Ery. Mean Corpuscular Volume (fL),-0.1813,0.79705947045339000,-1.5642,1.2015,Toeplitz
Xanomeline High Dose,81,WEEK 16,10,Xanomeline Low Dose,54,MCV,Ery. Mean Corpuscular Volume (fL),0.4886,0.53175812047890000,-1.0437,2.0210,Toeplitz
Placebo,0,WEEK 16,10,Xanomeline High Dose,81,MCV,Ery. Mean Corpuscular Volume (fL),-0.6700,0.35751614986302000,-2.0977,0.7578,Toeplitz
Placebo,0,WEEK 20,11,Xanomeline Low Dose,54,MCV,Ery. Mean Corpuscular Volume (fL),0.7888,0.29984185831392000,-0.7030,2.2807,Toeplitz
