"PARAMCD","corr","weight","TRTA","VISIT","emmean","SE","df","lower.CL","upper.CL"
"HCT","corCAR1","hetroscedastic","Xanomeline Low Dose","Overall",-0.00938397081842552,0.00205221665194009,1415,-0.0134096850151583,-0.00535825662169276
"HCT","corCompSymm","hetroscedastic","Xanomeline Low Dose","Overall",-0.00894193275048328,0.00238977991866574,1415,-0.013629825199141,-0.00425404030182559
"HCT","corSymm","hetroscedastic","Xanomeline Low Dose","Overall",-0.00910021823850301,0.00240275099775328,1380,-0.0138136576395197,-0.00438677883748636
"HCT","corCAR1","hetroscedastic","Xanomeline High Dose","Overall",-0.00640327717010585,0.00203464101168054,1415,-0.0103945142542771,-0.00241204008593461
"HCT","corCompSymm","hetroscedastic","Xanomeline High Dose","Overall",-0.00720880846174944,0.00239154219884825,1415,-0.0119001578730736,-0.00251745905042524
"HCT","corSymm","hetroscedastic","Xanomeline High Dose","Overall",-0.00728356536178744,0.00240887126738282,1380,-0.0120090108009011,-0.00255811992267377
"HCT","corCAR1","hetroscedastic","Placebo","WEEK 2",-0.00358123167466279,0.00292816204445538,1415,-0.00932523706588409,0.00216277371655851
"HCT","corCompSymm","hetroscedastic","Placebo","WEEK 2",-0.0034931864676626,0.00295374449227576,1415,-0.00928737546073721,0.00230100252541201
"HCT","corSymm","hetroscedastic","Placebo","WEEK 2",-0.00356649534908857,0.00295668446116846,1380,-0.00936657744193808,0.00223358674376093
"HCT","corCAR1","hetroscedastic","Xanomeline Low Dose","WEEK 2",-0.00820482070963641,0.00302973716145883,1415,-0.0141480801075772,-0.00226156131169559
"HCT","corCompSymm","hetroscedastic","Xanomeline Low Dose","WEEK 2",-0.00819061342417347,0.00304850059401965,1415,-0.0141706799578366,-0.00221054689051034
"HCT","corSymm","hetroscedastic","Xanomeline Low Dose","WEEK 2",-0.00850202540571713,0.00305354710735118,1380,-0.0144921214506704,-0.00251192936076386
"HCT","corCAR1","hetroscedastic","Xanomeline High Dose","WEEK 2",-0.00565795055199177,0.00304380594603163,1415,-0.0116288078674,0.000312906763416464
"HCT","corCompSymm","hetroscedastic","Xanomeline High Dose","WEEK 2",-0.0057675733347102,0.0030664409181622,1415,-0.0117828323601243,0.000247685690703913
"HCT","corSymm","hetroscedastic","Xanomeline High Dose","WEEK 2",-0.0056584581286808,0.00307644366919685,1380,-0.0116934700042183,0.000376553746856719
"HCT","corCAR1","hetroscedastic","Placebo","WEEK 4",-0.0041383352401521,0.00302913698552741,1415,-0.0100804173078313,0.00180374682752714
"HCT","corCompSymm","hetroscedastic","Placebo","WEEK 4",-0.00398493369556559,0.00307297435764097,1415,-0.0100130089896901,0.00204314159855891
"HCT","corSymm","hetroscedastic","Placebo","WEEK 4",-0.00406486451800279,0.00305476717255272,1380,-0.0100573539459567,0.0019276249099511
"HCT","corCAR1","hetroscedastic","Xanomeline Low Dose","WEEK 4",-0.0139244229333026,0.0031973613242185,1415,-0.020196500914359,-0.00765234495224628
"HCT","corCompSymm","hetroscedastic","Xanomeline Low Dose","WEEK 4",-0.013954072623647,0.00325041484013425,1415,-0.020330222605097,-0.00757792264219694
"HCT","corSymm","hetroscedastic","Xanomeline Low Dose","WEEK 4",-0.0142179038906767,0.00322174782697785,1380,-0.020537956681006,-0.00789785110034738
"HCT","corCAR1","hetroscedastic","Xanomeline High Dose","WEEK 4",-0.00781077705069393,0.00321215570393382,1415,-0.0141118763070603,-0.00150967779432752
"HCT","corCompSymm","hetroscedastic","Xanomeline High Dose","WEEK 4",-0.00782452741195028,0.00326484938082114,1415,-0.0142289927933907,-0.0014200620305099
"HCT","corSymm","hetroscedastic","Xanomeline High Dose","WEEK 4",-0.00769797448439969,0.0032429547823669,1380,-0.0140596286305082,-0.00133632033829119
"HCT","corCAR1","hetroscedastic","Placebo","WEEK 6",-0.00793841657595095,0.00312980590155549,1415,-0.0140779750085358,-0.00179885814336606
"HCT","corCompSymm","hetroscedastic","Placebo","WEEK 6",-0.00798836729532217,0.00310828128142157,1415,-0.0140857021309147,-0.00189103245972958
"HCT","corSymm","hetroscedastic","Placebo","WEEK 6",-0.0078578783794289,0.00311323913363382,1380,-0.0139650713473968,-0.00175068541146105
"HCT","corCAR1","hetroscedastic","Xanomeline Low Dose","WEEK 6",-0.011535425549426,0.0034505500596297,1415,-0.0183041691654844,-0.00476668193336752
"HCT","corCompSymm","hetroscedastic","Xanomeline Low Dose","WEEK 6",-0.0118756321185896,0.00340614464618636,1415,-0.0185572682145226,-0.00519399602265661
"HCT","corSymm","hetroscedastic","Xanomeline Low Dose","WEEK 6",-0.0117886137420892,0.00340914875935483,1380,-0.0184762880376344,-0.00510093944654408
"HCT","corCAR1","hetroscedastic","Xanomeline High Dose","WEEK 6",-0.00651629613403132,0.0033378648088868,1415,-0.0130639916393802,3.13993713175606e-05
"HCT","corCompSymm","hetroscedastic","Xanomeline High Dose","WEEK 6",-0.0061537143934751,0.00329160128068467,1415,-0.0126106574229106,0.000303228635960368
"HCT","corSymm","hetroscedastic","Xanomeline High Dose","WEEK 6",-0.0060636289755306,0.00330957787441437,1380,-0.0125559766089658,0.000428718657904619
"HCT","corCAR1","hetroscedastic","Placebo","WEEK 8",-0.00459365040978997,0.0026317668471714,1415,-0.00975623455953489,0.000568933739954942
"HCT","corCompSymm","hetroscedastic","Placebo","WEEK 8",-0.00450396435281361,0.00262050978533678,1415,-0.00964446617825896,0.000636537472631741
"HCT","corSymm","hetroscedastic","Placebo","WEEK 8",-0.00455820202456775,0.00257929332113113,1380,-0.00961796176578372,0.000501557716648217
"HCT","corCAR1","hetroscedastic","Xanomeline Low Dose","WEEK 8",-0.0125340922122492,0.00297916690954901,1415,-0.0183781508845487,-0.00669003353994977
"HCT","corCompSymm","hetroscedastic","Xanomeline Low Dose","WEEK 8",-0.0120641779556282,0.00293324485461561,1415,-0.01781815400029,-0.00631020191096636
"HCT","corSymm","hetroscedastic","Xanomeline Low Dose","WEEK 8",-0.0122499034813411,0.00289748331787052,1380,-0.0179338516087208,-0.00656595535396147
"HCT","corCAR1","hetroscedastic","Xanomeline High Dose","WEEK 8",-0.00688402865883249,0.00295497214020574,1415,-0.0126806258575396,-0.00108743146012538
"HCT","corCompSymm","hetroscedastic","Xanomeline High Dose","WEEK 8",-0.00706690976045282,0.00290812482682694,1415,-0.0127716093057764,-0.00136221021512921
"HCT","corSymm","hetroscedastic","Xanomeline High Dose","WEEK 8",-0.00699633942944951,0.00287764112912664,1380,-0.0126413634426304,-0.00135131541626866
"HCT","corCAR1","hetroscedastic","Placebo","WEEK 12",-0.00672751444977291,0.00307181922431665,1415,-0.0127533237859546,-0.000701705113591226
"HCT","corCompSymm","hetroscedastic","Placebo","WEEK 12",-0.00702768572596453,0.00297141690884169,1415,-0.0128565416720593,-0.00119882977986973
"HCT","corSymm","hetroscedastic","Placebo","WEEK 12",-0.0069185541565718,0.00293288560249655,1380,-0.0126719503971344,-0.00116515791600923
"HCT","corCAR1","hetroscedastic","Xanomeline Low Dose","WEEK 12",-0.0134856446239178,0.00354403059140891,1415,-0.0204377635690605,-0.00653352567877509
"HCT","corCompSymm","hetroscedastic","Xanomeline Low Dose","WEEK 12",-0.0135317484440648,0.00336863226195526,1415,-0.020139798674875,-0.00692369821325459
"HCT","corSymm","hetroscedastic","Xanomeline Low Dose","WEEK 12",-0.0134487412635433,0.00332746003284658,1380,-0.0199761680500861,-0.00692131447700053
"HCT","corCAR1","hetroscedastic","Xanomeline High Dose","WEEK 12",-0.00541270659660588,0.00352294299717084,1415,-0.0123234592330702,0.0014980460398584
"HCT","corCompSymm","hetroscedastic","Xanomeline High Dose","WEEK 12",-0.00556047932287995,0.00333331122230461,1415,-0.0120992423219398,0.00097828367617986
"HCT","corSymm","hetroscedastic","Xanomeline High Dose","WEEK 12",-0.00538861037687942,0.00329163388258089,1380,-0.0118457575595819,0.00106853680582306
"HCT","corCAR1","hetroscedastic","Placebo","WEEK 16",0.000326024050479594,0.00335787056477204,1415,-0.00626091558409289,0.00691296368505208
"HCT","corCompSymm","hetroscedastic","Placebo","WEEK 16",0.000162552409366883,0.00324486630217149,1415,-0.00620271332746567,0.00652781814619944
"HCT","corSymm","hetroscedastic","Placebo","WEEK 16",0.000645231258219051,0.00325392635136637,1380,-0.00573794564478829,0.00702840816122639
"HCT","corCAR1","hetroscedastic","Xanomeline Low Dose","WEEK 16",-0.00643413515279851,0.0042754090180581,1415,-0.0148209566731115,0.00195268636751443
"HCT","corCompSymm","hetroscedastic","Xanomeline Low Dose","WEEK 16",-0.00612798959908811,0.00400939152493629,1415,-0.0139929800555963,0.00173700085742007
"HCT","corSymm","hetroscedastic","Xanomeline Low Dose","WEEK 16",-0.00609570074635129,0.00401101561168094,1380,-0.0139640479200151,0.00177264642731248
"HCT","corCAR1","hetroscedastic","Xanomeline High Dose","WEEK 16",-0.00929185037329692,0.00446369838870918,1415,-0.0180480282146432,-0.000535672531950651
"HCT","corCompSymm","hetroscedastic","Xanomeline High Dose","WEEK 16",-0.00919218583305754,0.00414470570374021,1415,-0.017322614253981,-0.00106175741213405
"HCT","corSymm","hetroscedastic","Xanomeline High Dose","WEEK 16",-0.00929540639838076,0.0041517111326662,1380,-0.0174397537954462,-0.00115105900131534
"HCT","corCAR1","hetroscedastic","Placebo","WEEK 20",-0.00462336000263271,0.00345154915376408,1415,-0.0113940634836191,0.00214734347835367
"HCT","corCompSymm","hetroscedastic","Placebo","WEEK 20",-0.00471340498169596,0.00333064234900827,1415,-0.0112469326070401,0.00182012264364823
"HCT","corSymm","hetroscedastic","Placebo","WEEK 20",-0.00472537333867031,0.00331190434094995,1380,-0.0112222847654591,0.00177153808811852
"HCT","corCAR1","hetroscedastic","Xanomeline Low Dose","WEEK 20",-0.00585648612963199,0.00492727582882688,1415,-0.0155220369069217,0.00380906464765776
"HCT","corCompSymm","hetroscedastic","Xanomeline Low Dose","WEEK 20",-0.00429100134070695,0.00452309873391893,1415,-0.0131637013887976,0.00458169870738375
"HCT","corSymm","hetroscedastic","Xanomeline Low Dose","WEEK 20",-0.00437670354525588,0.00448914078895185,1380,-0.0131829814704932,0.00442957437998142
"HCT","corCAR1","hetroscedastic","Xanomeline High Dose","WEEK 20",-0.00749454012104184,0.00486158258266752,1415,-0.017031224273337,0.00204214403125333
"HCT","corCompSymm","hetroscedastic","Xanomeline High Dose","WEEK 20",-0.00972865437430977,0.00441559198949139,1415,-0.0183904646867201,-0.00106684406189943
"HCT","corSymm","hetroscedastic","Xanomeline High Dose","WEEK 20",-0.00969549464857028,0.00441587771060564,1380,-0.018358053528247,-0.00103293576889356
"HCT","corCAR1","hetroscedastic","Placebo","WEEK 24",-0.00250257969994251,0.00332452715045987,1415,-0.00902411149551459,0.00401895209562956
"HCT","corCompSymm","hetroscedastic","Placebo","WEEK 24",-0.00238969626477413,0.00324596941591621,1415,-0.0087571259157619,0.00397773338621365
"HCT","corSymm","hetroscedastic","Placebo","WEEK 24",-0.00219310002606545,0.00321734167229276,1380,-0.00850450933102358,0.00411830927889268
"HCT","corCAR1","hetroscedastic","Xanomeline Low Dose","WEEK 24",-0.00858093945016009,0.00501332610574156,1415,-0.0184152900571758,0.0012534111568556
"HCT","corCompSymm","hetroscedastic","Xanomeline Low Dose","WEEK 24",-0.00727863161164739,0.00459265831635577,1415,-0.01628778265202,0.00173051942872527
"HCT","corSymm","hetroscedastic","Xanomeline Low Dose","WEEK 24",-0.00746259962887052,0.00449188588866687,1380,-0.0162742625736827,0.00134906331594167
"HCT","corCAR1","hetroscedastic","Xanomeline High Dose","WEEK 24",-0.00141771144811369,0.00468558024697531,1415,-0.0106091420421237,0.00777371914589637
"HCT","corCompSymm","hetroscedastic","Xanomeline High Dose","WEEK 24",-0.00392072002180755,0.00426712058718795,1415,-0.0122912826087418,0.00444984256512666
"HCT","corSymm","hetroscedastic","Xanomeline High Dose","WEEK 24",-0.00433331539210499,0.00421536081063809,1380,-0.0126025233761789,0.00393589259196895
"HCT","corCAR1","hetroscedastic","Placebo","WEEK 26",-0.00214296703605328,0.00377496292245265,1415,-0.00954809252058278,0.00526215844847622
"HCT","corCompSymm","hetroscedastic","Placebo","WEEK 26",-0.00203352936521172,0.00374850796530324,1415,-0.00938675969701959,0.00531970096659615
"HCT","corSymm","hetroscedastic","Placebo","WEEK 26",-0.00233851433560456,0.00373165710021734,1380,-0.0096588482460658,0.00498181957485667
"HCT","corCAR1","hetroscedastic","Xanomeline Low Dose","WEEK 26",-0.00389977060470708,0.0056506276640123,1415,-0.0149842786589421,0.00718473744952794
"HCT","corCompSymm","hetroscedastic","Xanomeline Low Dose","WEEK 26",-0.00316352763680401,0.00524398167789502,1415,-0.0134503418813678,0.00712328660775982
"HCT","corSymm","hetroscedastic","Xanomeline Low Dose","WEEK 26",-0.00375977244268192,0.00525938314804785,1380,-0.0140770228686443,0.00655747798328051
"HCT","corCAR1","hetroscedastic","Xanomeline High Dose","WEEK 26",-0.00714363359634485,0.00546307924579041,1415,-0.0178602388128864,0.00357297162019665
"HCT","corCompSymm","hetroscedastic","Xanomeline High Dose","WEEK 26",-0.00966451170310176,0.0050820793544107,1415,-0.0196337315642857,0.000304708158082185
"HCT","corSymm","hetroscedastic","Xanomeline High Dose","WEEK 26",-0.0104228604220909,0.00516361591628979,1380,-0.0205522457534527,-0.000293475090729137
"HGB","corCAR1","hetroscedastic","Placebo","Overall",-0.199849388224243,0.0263340105829312,1434,-0.251506701149554,-0.148192075298932
"HGB","corCompSymm","hetroscedastic","Placebo","Overall",-0.206135293556815,0.033482413239158,1434,-0.271815053680813,-0.140455533432817
"HGB","corSymm","hetroscedastic","Placebo","Overall",-0.207049897283418,0.0325270753550233,1444,-0.270855274570691,-0.143244519996145
"HGB","corCAR1","hetroscedastic","Xanomeline Low Dose","Overall",-0.280756557693849,0.0321664136517413,1434,-0.343854827152661,-0.217658288235037
"HGB","corCompSymm","hetroscedastic","Xanomeline Low Dose","Overall",-0.268546255831209,0.0371101848418463,1434,-0.341342324058428,-0.195750187603989
"HGB","corSymm","hetroscedastic","Xanomeline Low Dose","Overall",-0.271308319364175,0.0366898061264352,1444,-0.343279343409303,-0.199337295319047
"HGB","corCAR1","hetroscedastic","Xanomeline High Dose","Overall",-0.242460776108928,0.0321140013688837,1434,-0.305456232603183,-0.179465319614674
"HGB","corCompSymm","hetroscedastic","Xanomeline High Dose","Overall",-0.237749645527359,0.0371915756105094,1434,-0.310705371486651,-0.164793919568066
"HGB","corSymm","hetroscedastic","Xanomeline High Dose","Overall",-0.238480750762446,0.0368010784278597,1444,-0.310670047464938,-0.166291454059953
"HGB","corCAR1","hetroscedastic","Placebo","WEEK 2",-0.177351327637848,0.0454752745056925,1434,-0.266556520219778,-0.0881461350559181
"HGB","corCompSymm","hetroscedastic","Placebo","WEEK 2",-0.178555991409683,0.0454744033125969,1434,-0.267759475042107,-0.0893525077772576
"HGB","corSymm","hetroscedastic","Placebo","WEEK 2",-0.186358836552656,0.045507469188758,1444,-0.27562666064337,-0.0970910124619409
"HGB","corCAR1","hetroscedastic","Xanomeline Low Dose","WEEK 2",-0.182018955922813,0.0469032509193115,1434,-0.274025295113839,-0.0900126167317868
"HGB","corCompSymm","hetroscedastic","Xanomeline Low Dose","WEEK 2",-0.181181688545368,0.0467891964532017,1434,-0.272964296253193,-0.0893990808375432
"HGB","corSymm","hetroscedastic","Xanomeline Low Dose","WEEK 2",-0.18512793156724,0.0468918451279102,1444,-0.277111358832876,-0.093144504301603
"HGB","corCAR1","hetroscedastic","Xanomeline High Dose","WEEK 2",-0.16622973297545,0.0470800919242799,1434,-0.25858296695878,-0.0738764989921207
"HGB","corCompSymm","hetroscedastic","Xanomeline High Dose","WEEK 2",-0.168362358248807,0.047042730633951,1434,-0.260642303590448,-0.0760824129071646
"HGB","corSymm","hetroscedastic","Xanomeline High Dose","WEEK 2",-0.168183426074771,0.0471692239461898,1444,-0.260710961901004,-0.0756558902485383
"HGB","corCAR1","hetroscedastic","Placebo","WEEK 4",-0.249970213322126,0.0488917168905254,1434,-0.345877166458485,-0.154063260185767
"HGB","corCompSymm","hetroscedastic","Placebo","WEEK 4",-0.25116554262336,0.0504779254030842,1434,-0.350184033565174,-0.152147051681546
"HGB","corSymm","hetroscedastic","Placebo","WEEK 4",-0.256325776382296,0.0489232976056031,1444,-0.352294117457908,-0.160357435306684
"HGB","corCAR1","hetroscedastic","Xanomeline Low Dose","WEEK 4",-0.317679830845134,0.0515832069888782,1434,-0.418866463877122,-0.216493197813145
"HGB","corCompSymm","hetroscedastic","Xanomeline Low Dose","WEEK 4",-0.312613831663014,0.0534472473709269,1434,-0.417457002958237,-0.207770660367791
"HGB","corSymm","hetroscedastic","Xanomeline Low Dose","WEEK 4",-0.317786347400003,0.0517146190873025,1444,-0.419230167544236,-0.216342527255769
"HGB","corCAR1","hetroscedastic","Xanomeline High Dose","WEEK 4",-0.180763679745535,0.0517346556733639,1434,-0.282247397494717,-0.0792799619963529
"HGB","corCompSymm","hetroscedastic","Xanomeline High Dose","WEEK 4",-0.182730772288191,0.0535668647992893,1434,-0.287808587482746,-0.0776529570936355
"HGB","corSymm","hetroscedastic","Xanomeline High Dose","WEEK 4",-0.179043424828401,0.0520278200011071,1444,-0.281101622449057,-0.0769852272077443
"HGB","corCAR1","hetroscedastic","Placebo","WEEK 6",-0.200815538055294,0.0485549589001652,1434,-0.2960619000966,-0.105569176013989
"HGB","corCompSymm","hetroscedastic","Placebo","WEEK 6",-0.202297260307538,0.0483951185293415,1434,-0.297230076334736,-0.107364444280339
"HGB","corSymm","hetroscedastic","Placebo","WEEK 6",-0.207091153806106,0.0484829513177211,1444,-0.302195707998677,-0.111986599613535
"HGB","corCAR1","hetroscedastic","Xanomeline Low Dose","WEEK 6",-0.318929767330511,0.0532733991118298,1434,-0.423431914462574,-0.214427620198449
"HGB","corCompSymm","hetroscedastic","Xanomeline Low Dose","WEEK 6",-0.317822880310431,0.0526872382591735,1434,-0.421175202789129,-0.214470557831734
"HGB","corSymm","hetroscedastic","Xanomeline Low Dose","WEEK 6",-0.320007458540037,0.0527849222891832,1444,-0.423550794206721,-0.216464122873353
"HGB","corCAR1","hetroscedastic","Xanomeline High Dose","WEEK 6",-0.242930729832891,0.0520346237091534,1434,-0.345002870778896,-0.140858588886887
"HGB","corCompSymm","hetroscedastic","Xanomeline High Dose","WEEK 6",-0.240900502172619,0.0515255862135082,1434,-0.341974105158732,-0.139826899186507
"HGB","corSymm","hetroscedastic","Xanomeline High Dose","WEEK 6",-0.241067090477451,0.0518324869622794,1444,-0.342742121210121,-0.139392059744781
"HGB","corCAR1","hetroscedastic","Placebo","WEEK 8",-0.186730959028535,0.04533770563319,1434,-0.275666293805356,-0.0977956242517146
"HGB","corCompSymm","hetroscedastic","Placebo","WEEK 8",-0.185696506515312,0.044982746485448,1434,-0.273935546448897,-0.097457466581727
"HGB","corSymm","hetroscedastic","Placebo","WEEK 8",-0.192979662500757,0.0446524642521275,1444,-0.280570301908596,-0.105389023092918
"HGB","corCAR1","hetroscedastic","Xanomeline Low Dose","WEEK 8",-0.276048534378849,0.0506349602629807,1434,-0.375375067989375,-0.176722000768323
"HGB","corCompSymm","hetroscedastic","Xanomeline Low Dose","WEEK 8",-0.274474219806859,0.0496517166241188,1434,-0.371872003363361,-0.177076436250358
"HGB","corSymm","hetroscedastic","Xanomeline Low Dose","WEEK 8",-0.275573496128273,0.0493963452522297,1444,-0.372469771339938,-0.178677220916609
"HGB","corCAR1","hetroscedastic","Xanomeline High Dose","WEEK 8",-0.204554399350098,0.0510658911223195,1434,-0.304726255407045,-0.104382543293151
"HGB","corCompSymm","hetroscedastic","Xanomeline High Dose","WEEK 8",-0.200220652420953,0.0501616654403624,1434,-0.298618761601751,-0.101822543240155
"HGB","corSymm","hetroscedastic","Xanomeline High Dose","WEEK 8",-0.20198199465053,0.0499061833078693,1444,-0.299878372365737,-0.104085616935322
"HGB","corCAR1","hetroscedastic","Placebo","WEEK 12",-0.260917230947952,0.0498393988497295,1434,-0.358683175648324,-0.163151286247581
"HGB","corCompSymm","hetroscedastic","Placebo","WEEK 12",-0.266681031064781,0.0479686656824408,1434,-0.360777308802801,-0.172584753326761
"HGB","corSymm","hetroscedastic","Placebo","WEEK 12",-0.265272963790174,0.0472430680157283,1444,-0.35794535274771,-0.172600574832637
"HGB","corCAR1","hetroscedastic","Xanomeline Low Dose","WEEK 12",-0.295980343716012,0.0573849979718857,1434,-0.408547884012112,-0.183412803419913
"HGB","corCompSymm","hetroscedastic","Xanomeline Low Dose","WEEK 12",-0.299888192492175,0.0543008671527182,1434,-0.406405841134795,-0.193370543849556
"HGB","corSymm","hetroscedastic","Xanomeline Low Dose","WEEK 12",-0.303472826259849,0.0536835455457876,1444,-0.408778908662934,-0.198166743856763
"HGB","corCAR1","hetroscedastic","Xanomeline High Dose","WEEK 12",-0.199581582230578,0.0574648239132501,1434,-0.312305710662755,-0.0868574537984015
"HGB","corCompSymm","hetroscedastic","Xanomeline High Dose","WEEK 12",-0.186481376671983,0.0541269719538447,1434,-0.292657909073454,-0.0803048442705121
"HGB","corSymm","hetroscedastic","Xanomeline High Dose","WEEK 12",-0.186061699124318,0.0535641300722902,1444,-0.29113353515704,-0.0809898630915954
"HGB","corCAR1","hetroscedastic","Placebo","WEEK 16",-0.136519384282707,0.0491347321436952,1434,-0.232903040917726,-0.0401357276476884
"HGB","corCompSymm","hetroscedastic","Placebo","WEEK 16",-0.148417946575997,0.04921223381188,1434,-0.244953632007125,-0.0518822611448691
"HGB","corSymm","hetroscedastic","Placebo","WEEK 16",-0.143251615233692,0.0478165298454122,1444,-0.23704891161077,-0.0494543188566148
"HGB","corCAR1","hetroscedastic","Xanomeline Low Dose","WEEK 16",-0.276957535634454,0.0624107020653901,1434,-0.399383595893193,-0.154531475375715
"HGB","corCompSymm","hetroscedastic","Xanomeline Low Dose","WEEK 16",-0.267115809781917,0.0607961244680677,1434,-0.38637468288075,-0.147856936683084
"HGB","corSymm","hetroscedastic","Xanomeline Low Dose","WEEK 16",-0.270420794246606,0.0599762469629204,1444,-0.388070691262409,-0.152770897230802
"HGB","corCAR1","hetroscedastic","Xanomeline High Dose","WEEK 16",-0.283262390787372,0.0650806510219333,1434,-0.410925875414435,-0.155598906160309
"HGB","corCompSymm","hetroscedastic","Xanomeline High Dose","WEEK 16",-0.270963508303348,0.0628450107792747,1434,-0.394241517074398,-0.147685499532298
"HGB","corSymm","hetroscedastic","Xanomeline High Dose","WEEK 16",-0.275795979492423,0.0624021851499967,1444,-0.39820461671504,-0.153387342269806
"HGB","corCAR1","hetroscedastic","Placebo","WEEK 20",-0.183945405309872,0.053715558611932,1434,-0.289314901210849,-0.0785759094088959
"HGB","corCompSymm","hetroscedastic","Placebo","WEEK 20",-0.192075969342928,0.05319347982295,1434,-0.296421345226592,-0.0877305934592647
"HGB","corSymm","hetroscedastic","Placebo","WEEK 20",-0.186296196402836,0.0532062440136169,1444,-0.290666000213163,-0.0819263925925085
"HGB","corCAR1","hetroscedastic","Xanomeline Low Dose","WEEK 20",-0.285319713349404,0.0768263554324143,1434,-0.436023802686093,-0.134615624012715
"HGB","corCompSymm","hetroscedastic","Xanomeline Low Dose","WEEK 20",-0.253581828844196,0.0725484523327643,1434,-0.395894299350671,-0.111269358337721
"HGB","corSymm","hetroscedastic","Xanomeline Low Dose","WEEK 20",-0.26182277775957,0.0728039075056924,1444,-0.404635518704969,-0.119010036814172
"HGB","corCAR1","hetroscedastic","Xanomeline High Dose","WEEK 20",-0.314410693385528,0.0759644339477962,1434,-0.463424020591331,-0.165397366179725
"HGB","corCompSymm","hetroscedastic","Xanomeline High Dose","WEEK 20",-0.320052411026928,0.0708359384558194,1434,-0.459005580641817,-0.181099241412039
"HGB","corSymm","hetroscedastic","Xanomeline High Dose","WEEK 20",-0.320710968180239,0.0715794125501779,1444,-0.461121729797025,-0.180300206563452
"HGB","corCAR1","hetroscedastic","Placebo","WEEK 24",-0.225034146598055,0.0476260281664364,1434,-0.318458299847917,-0.131609993348192
"HGB","corCompSymm","hetroscedastic","Placebo","WEEK 24",-0.240913587447297,0.0460953771329056,1434,-0.331335185534909,-0.150491989359685
"HGB","corSymm","hetroscedastic","Placebo","WEEK 24",-0.23773883621744,0.0456619079403454,1444,-0.327309608627524,-0.148168063807356
"HGB","corCAR1","hetroscedastic","Xanomeline Low Dose","WEEK 24",-0.245487986524627,0.0716292633268455,1434,-0.385997357804468,-0.104978615244785
"HGB","corCompSymm","hetroscedastic","Xanomeline Low Dose","WEEK 24",-0.216177739756885,0.0651180573851893,1434,-0.343914601441576,-0.088440878072194
"HGB","corSymm","hetroscedastic","Xanomeline Low Dose","WEEK 24",-0.210965460018369,0.0634804365258222,1444,-0.335489203966511,-0.086441716070227
"HGB","corCAR1","hetroscedastic","Xanomeline High Dose","WEEK 24",-0.196181520503736,0.0673196514495532,1434,-0.328237072391698,-0.0641259686157739
"HGB","corCompSymm","hetroscedastic","Xanomeline High Dose","WEEK 24",-0.193570791967238,0.0606503621175251,1434,-0.312543734773342,-0.0745978491611338
"HGB","corSymm","hetroscedastic","Xanomeline High Dose","WEEK 24",-0.192545135543671,0.059666763166492,1444,-0.309587946610926,-0.075502324476416
"HGB","corCAR1","hetroscedastic","Placebo","WEEK 26",-0.177360288835797,0.0524407684894807,1434,-0.280229131368303,-0.0744914463032916
"HGB","corCompSymm","hetroscedastic","Placebo","WEEK 26",-0.189413806724439,0.0514721173262651,1434,-0.290382524090057,-0.0884450893588203
"HGB","corSymm","hetroscedastic","Placebo","WEEK 26",-0.188134034664805,0.0509561091788639,1444,-0.288089955563385,-0.0881781137662253
"HGB","corCAR1","hetroscedastic","Xanomeline Low Dose","WEEK 26",-0.328386351542838,0.0790101347668066,1434,-0.483374185358221,-0.173398517727454
"HGB","corCompSymm","hetroscedastic","Xanomeline Low Dose","WEEK 26",-0.294060111280032,0.0723232691543062,1434,-0.435930858036207,-0.152189364523856
"HGB","corSymm","hetroscedastic","Xanomeline Low Dose","WEEK 26",-0.296597782357628,0.0718898374481169,1444,-0.43761747599539,-0.155578088719865
"HGB","corCAR1","hetroscedastic","Xanomeline High Dose","WEEK 26",-0.394232256169166,0.0766448043330958,1434,-0.544580211299867,-0.243884301038465
"HGB","corCompSymm","hetroscedastic","Xanomeline High Dose","WEEK 26",-0.376464436646163,0.0702078065539478,1434,-0.514185450372332,-0.238743422919993
"HGB","corSymm","hetroscedastic","Xanomeline High Dose","WEEK 26",-0.380937038490207,0.0708561771447955,1444,-0.519929095615297,-0.241944981365117
"LYM","corCAR1","hetroscedastic","Placebo","Overall",-0.0388969867312176,0.0243561158842779,1433,-0.086674450691537,0.00888047722910185
"LYM","corCompSymm","hetroscedastic","Placebo","Overall",-0.0439516248681034,0.0320651316991818,1433,-0.106851254735995,0.0189480049997882
"LYM","corSymm","hetroscedastic","Placebo","Overall",-0.0421491491397535,0.0315698843117595,1398,-0.104078602059119,0.0197803037796124
"LYM","corCAR1","hetroscedastic","Xanomeline Low Dose","Overall",-0.0217070022340549,0.0306040628190161,1433,-0.0817405689703156,0.0383265645022058
"LYM","corCompSymm","hetroscedastic","Xanomeline Low Dose","Overall",-0.0131324108727972,0.0359791468554738,1433,-0.0837098543526121,0.0574450326070176
"LYM","corSymm","hetroscedastic","Xanomeline Low Dose","Overall",-0.0141272788268334,0.0358509878668804,1398,-0.0844548113350128,0.0562002536813459
"LYM","corCAR1","hetroscedastic","Xanomeline High Dose","Overall",-0.0219807588362496,0.0300914843366987,1433,-0.0810088409508196,0.0370473232783205
"LYM","corCompSymm","hetroscedastic","Xanomeline High Dose","Overall",-0.017778807708463,0.0358469516290284,1433,-0.0880969342800635,0.0525393188631375
