"PARAMCD","weight","corr","contrast","VISIT","estimate","SE","df","lower.CL","upper.CL"
"HCT","hetroscedastic","corCAR1","Placebo - Xanomeline High Dose","WEEK 2",0.00207671887732897,0.00423381291387442,1415,-0.0078565436464456,0.0120099814011035
"HCT","hetroscedastic","corCAR1","Xanomeline Low Dose - Xanomeline High Dose","WEEK 2",-0.00254687015764464,0.00429056039728339,1415,-0.012613272161536,0.00751953184624669
"HCT","hetroscedastic","corCAR1","Placebo - Xanomeline Low Dose","WEEK 4",0.00978608769315053,0.00440856646940485,1415,-0.000557177109741817,0.0201293524960429
"HCT","hetroscedastic","corCAR1","Placebo - Xanomeline High Dose","WEEK 4",0.00367244181054183,0.0044229412211515,1415,-0.0067045486636823,0.014049432284766
"HCT","hetroscedastic","corCAR1","Xanomeline Low Dose - Xanomeline High Dose","WEEK 4",-0.0061136458826087,0.00452754898593223,1415,-0.0167360643931514,0.00450877262793396
"HCT","hetroscedastic","corCAR1","Placebo - Xanomeline Low Dose","WEEK 6",0.00359700897347501,0.0046619866894071,1415,-0.0073408238052166,0.0145348417521666
"HCT","hetroscedastic","corCAR1","Placebo - Xanomeline High Dose","WEEK 6",-0.00142212044191962,0.00458280563909805,1415,-0.012174180685162,0.00932993980132278
"HCT","hetroscedastic","corCAR1","Xanomeline Low Dose - Xanomeline High Dose","WEEK 6",-0.00501912941539463,0.00479711416186343,1415,-0.0162739947804068,0.0062357359496175
"HCT","hetroscedastic","corCAR1","Placebo - Xanomeline Low Dose","WEEK 8",0.00794044180245927,0.0039786884902575,1415,-0.00139425438700498,0.0172751379919235
"HCT","hetroscedastic","corCAR1","Placebo - Xanomeline High Dose","WEEK 8",0.00229037824904251,0.00396651984706514,1415,-0.00701576818400908,0.0115965246820941
"HCT","hetroscedastic","corCAR1","Xanomeline Low Dose - Xanomeline High Dose","WEEK 8",-0.00565006355341676,0.00419109523048093,1415,-0.0154831029515628,0.00418297584472925
"HCT","hetroscedastic","corCAR1","Placebo - Xanomeline Low Dose","WEEK 12",0.00675813017414489,0.00469216954340332,1415,-0.00425051683714511,0.0177667771854349
"HCT","hetroscedastic","corCAR1","Placebo - Xanomeline High Dose","WEEK 12",-0.00131480785316703,0.00468555580698344,1415,-0.012307937886863,0.00967832218052898
"HCT","hetroscedastic","corCAR1","Xanomeline Low Dose - Xanomeline High Dose","WEEK 12",-0.00807293802731192,0.00499403071159555,1415,-0.0197898039160966,0.00364392786147278
"HCT","hetroscedastic","corCAR1","Placebo - Xanomeline Low Dose","WEEK 16",0.00676015920327811,0.00543602582334,1415,-0.00599370420251896,0.0195140226090752
"HCT","hetroscedastic","corCAR1","Placebo - Xanomeline High Dose","WEEK 16",0.00961787442377652,0.00559773160017441,1415,-0.00351537889970996,0.022751127747263
"HCT","hetroscedastic","corCAR1","Xanomeline Low Dose - Xanomeline High Dose","WEEK 16",0.00285771522049841,0.00618145544444771,1415,-0.011645055912231,0.0173604863532278
"HCT","hetroscedastic","corCAR1","Placebo - Xanomeline Low Dose","WEEK 20",0.00123312612699928,0.00601098021410275,1415,-0.0128696804226782,0.0153359326766768
"HCT","hetroscedastic","corCAR1","Placebo - Xanomeline High Dose","WEEK 20",0.00287118011840913,0.00597513651806436,1415,-0.0111475308772572,0.0168898911140755
"HCT","hetroscedastic","corCAR1","Xanomeline Low Dose - Xanomeline High Dose","WEEK 20",0.00163805399140985,0.00692914841221023,1415,-0.0146189350737243,0.0178950430565439
"HCT","hetroscedastic","corCAR1","Placebo - Xanomeline Low Dose","WEEK 24",0.00607835975021758,0.00600906181091417,1415,-0.00801994589144006,0.0201766653918752
"HCT","hetroscedastic","corCAR1","Placebo - Xanomeline High Dose","WEEK 24",-0.00108486825182882,0.00576358770658213,1415,-0.0146072488890707,0.0124375123854131
"HCT","hetroscedastic","corCAR1","Xanomeline Low Dose - Xanomeline High Dose","WEEK 24",-0.0071632280020464,0.0068699052559697,1415,-0.0232812223039151,0.00895476629982226
"HCT","hetroscedastic","corCAR1","Placebo - Xanomeline Low Dose","WEEK 26",0.0017568035686538,0.00678973486895039,1415,-0.0141730970415248,0.0176867041788324
"HCT","hetroscedastic","corCAR1","Placebo - Xanomeline High Dose","WEEK 26",0.00500066656029157,0.00665849624649177,1415,-0.0106213253830048,0.020622658503588
"HCT","hetroscedastic","corCAR1","Xanomeline Low Dose - Xanomeline High Dose","WEEK 26",0.00324386299163778,0.00786638056892104,1415,-0.0152120359563169,0.0216997619395925
"HCT","hetroscedastic","corCompSymm","Placebo - Xanomeline Low Dose","WEEK 2",0.00469742695651087,0.0042489367575701,1415,-0.00527131873878161,0.0146661726518033
"HCT","hetroscedastic","corCompSymm","Placebo - Xanomeline High Dose","WEEK 2",0.0022743868670476,0.0042731867135112,1415,-0.00775125344863859,0.0123000271827338
"HCT","hetroscedastic","corCompSymm","Xanomeline Low Dose - Xanomeline High Dose","WEEK 2",-0.00242304008946327,0.00431872465877036,1415,-0.0125555203563363,0.00770944017740976
"HCT","hetroscedastic","corCompSymm","Placebo - Xanomeline Low Dose","WEEK 4",0.00996913892808139,0.00447962643612093,1415,-0.000540844933654675,0.0204791227898175
"HCT","hetroscedastic","corCompSymm","Placebo - Xanomeline High Dose","WEEK 4",0.00383959371638468,0.00449578756990318,1415,-0.00670830698008323,0.0143874944128526
"HCT","hetroscedastic","corCompSymm","Xanomeline Low Dose - Xanomeline High Dose","WEEK 4",-0.00612954521169671,0.00459989898579501,1415,-0.0169217094235378,0.00466261900014439
"HCT","hetroscedastic","corCompSymm","Placebo - Xanomeline Low Dose","WEEK 6",0.00388726482326745,0.00461619255303462,1415,-0.00694312693526317,0.0147176565817981
"HCT","hetroscedastic","corCompSymm","Placebo - Xanomeline High Dose","WEEK 6",-0.00183465290184706,0.00453943413773873,1415,-0.0124849560486338,0.00881565024493968
"HCT","hetroscedastic","corCompSymm","Xanomeline Low Dose - Xanomeline High Dose","WEEK 6",-0.00572191772511451,0.00473137400227594,1415,-0.0168225452253884,0.00537870977515933
"HCT","hetroscedastic","corCompSymm","Placebo - Xanomeline Low Dose","WEEK 8",0.00756021360281457,0.00393847634066977,1415,-0.00168013787973283,0.016800565085362
"HCT","hetroscedastic","corCompSymm","Placebo - Xanomeline High Dose","WEEK 8",0.00256294540763922,0.00392986606619144,1415,-0.00665720487128043,0.0117830956865589
"HCT","hetroscedastic","corCompSymm","Xanomeline Low Dose - Xanomeline High Dose","WEEK 8",-0.00499726819517535,0.00412362886245024,1415,-0.0146720197429116,0.00467748335256086
"HCT","hetroscedastic","corCompSymm","Placebo - Xanomeline Low Dose","WEEK 12",0.00650406271810026,0.00449604434890554,1415,-0.00404444042663187,0.0170525658628324
"HCT","hetroscedastic","corCompSymm","Placebo - Xanomeline High Dose","WEEK 12",-0.00146720640308458,0.00448189772781875,1415,-0.0119825191107478,0.00904810630457865
"HCT","hetroscedastic","corCompSymm","Xanomeline Low Dose - Xanomeline High Dose","WEEK 12",-0.00797126912118484,0.00473383688449536,1415,-0.01907767497212,0.00313513672975027
"HCT","hetroscedastic","corCompSymm","Placebo - Xanomeline Low Dose","WEEK 16",0.006290542008455,0.00516085375695288,1415,-0.0058177198012783,0.0183988038181883
"HCT","hetroscedastic","corCompSymm","Placebo - Xanomeline High Dose","WEEK 16",0.00935473824242442,0.00527725373760584,1415,-0.00302661819598248,0.0217360946808313
"HCT","hetroscedastic","corCompSymm","Xanomeline Low Dose - Xanomeline High Dose","WEEK 16",0.00306419623396942,0.00576315239370247,1415,-0.0104571630834358,0.0165855555513747
"HCT","hetroscedastic","corCompSymm","Placebo - Xanomeline Low Dose","WEEK 20",-0.00042240364098901,0.00561866145159282,1415,-0.0136047620413771,0.012759954759399
"HCT","hetroscedastic","corCompSymm","Placebo - Xanomeline High Dose","WEEK 20",0.00501524939261382,0.00554376993280709,1415,-0.0079914004604114,0.018021899245639
"HCT","hetroscedastic","corCompSymm","Xanomeline Low Dose - Xanomeline High Dose","WEEK 20",0.00543765303360283,0.00631922701196708,1415,-0.00938835419300238,0.020263660260208
"HCT","hetroscedastic","corCompSymm","Placebo - Xanomeline Low Dose","WEEK 24",0.00488893534687326,0.00562587249715725,1415,-0.00831034142239867,0.0180882121161452
"HCT","hetroscedastic","corCompSymm","Placebo - Xanomeline High Dose","WEEK 24",0.00153102375703343,0.00537668598627483,1415,-0.0110836180554441,0.014145665569511
"HCT","hetroscedastic","corCompSymm","Xanomeline Low Dose - Xanomeline High Dose","WEEK 24",-0.00335791158983984,0.00626689629653139,1415,-0.0180611418432878,0.0113453186636081
"HCT","hetroscedastic","corCompSymm","Placebo - Xanomeline Low Dose","WEEK 26",0.00112999827159228,0.00644857297372846,1415,-0.0139994771102437,0.0162594736534283
"HCT","hetroscedastic","corCompSymm","Placebo - Xanomeline High Dose","WEEK 26",0.00763098233789004,0.00632592368267118,1415,-0.00721073644458508,0.0224727011203652
"HCT","hetroscedastic","corCompSymm","Xanomeline Low Dose - Xanomeline High Dose","WEEK 26",0.00650098406629775,0.00729966547656511,1415,-0.0106253025669255,0.023627270699521
"HCT","hetroscedastic","corSymm","Placebo - Xanomeline Low Dose","WEEK 2",0.00493553005662856,0.00425464037886217,1380,-0.00504686448815941,0.0149179246014165
"HCT","hetroscedastic","corSymm","Placebo - Xanomeline High Dose","WEEK 2",0.00209196277959222,0.00428240115638265,1380,-0.0079555651276901,0.0121394906868745
"HCT","hetroscedastic","corSymm","Xanomeline Low Dose - Xanomeline High Dose","WEEK 2",-0.00284356727703634,0.00432936321479722,1380,-0.0130012793018903,0.00731414474781763
"HCT","hetroscedastic","corSymm","Placebo - Xanomeline Low Dose","WEEK 4",0.0101530393726739,0.00444611547633719,1380,-0.000278601124367391,0.0205846798697152
"HCT","hetroscedastic","corSymm","Placebo - Xanomeline High Dose","WEEK 4",0.0036331099663969,0.00446764450919185,1380,-0.0068490427434252,0.014115262676219
"HCT","hetroscedastic","corSymm","Xanomeline Low Dose - Xanomeline High Dose","WEEK 4",-0.006519929406277,0.00456420168947753,1380,-0.0172286281420647,0.00418876932951068
"HCT","hetroscedastic","corSymm","Placebo - Xanomeline Low Dose","WEEK 6",0.00393073536266032,0.00462159580486159,1380,-0.00691262356841889,0.0147740942937395
"HCT","hetroscedastic","corSymm","Placebo - Xanomeline High Dose","WEEK 6",-0.0017942494038983,0.00455592199683781,1380,-0.0124835220187264,0.0088950232109298
"HCT","hetroscedastic","corSymm","Xanomeline Low Dose - Xanomeline High Dose","WEEK 6",-0.00572498476655863,0.00474621649272869,1380,-0.0168607333625582,0.00541076382944097
"HCT","hetroscedastic","corSymm","Placebo - Xanomeline Low Dose","WEEK 8",0.00769170145677336,0.00388421566027455,1380,-0.00142158891919822,0.0168049918327449
"HCT","hetroscedastic","corSymm","Placebo - Xanomeline High Dose","WEEK 8",0.00243813740488176,0.00387975078756721,1380,-0.00666467732168398,0.0115409521314475
"HCT","hetroscedastic","corSymm","Xanomeline Low Dose - Xanomeline High Dose","WEEK 8",-0.00525356405189161,0.00407683834030643,1380,-0.0148187928807359,0.00431166477695266
"HCT","hetroscedastic","corSymm","Placebo - Xanomeline Low Dose","WEEK 12",0.00653018710697153,0.00443982956390372,1380,-0.00388670514993726,0.0169470793638803
"HCT","hetroscedastic","corSymm","Placebo - Xanomeline High Dose","WEEK 12",-0.00152994377969238,0.00442520233700776,1380,-0.0119125170961105,0.0088526295367257
"HCT","hetroscedastic","corSymm","Xanomeline Low Dose - Xanomeline High Dose","WEEK 12",-0.00806013088666391,0.00467506963466156,1380,-0.0190289520940699,0.00290869032074213
"HCT","hetroscedastic","corSymm","Placebo - Xanomeline Low Dose","WEEK 16",0.00674093200457034,0.00516798550339253,1380,-0.0053843866364391,0.0188662506455798
"HCT","hetroscedastic","corSymm","Placebo - Xanomeline High Dose","WEEK 16",0.00994063765659981,0.00528768055336182,1380,-0.00246551393560047,0.0223467892488001
"HCT","hetroscedastic","corSymm","Xanomeline Low Dose - Xanomeline High Dose","WEEK 16",0.00319970565202948,0.00576904641643786,1380,-0.0103358443235196,0.0167352556275785
"HCT","hetroscedastic","corSymm","Placebo - Xanomeline Low Dose","WEEK 20",-0.000348669793414435,0.00558035878958436,1380,-0.0134415138833311,0.0127441742965023
"HCT","hetroscedastic","corSymm","Placebo - Xanomeline High Dose","WEEK 20",0.00497012130989998,0.00553309969929786,1380,-0.00801184175528631,0.0179520843750863
"HCT","hetroscedastic","corSymm","Xanomeline Low Dose - Xanomeline High Dose","WEEK 20",0.00531879110331441,0.00629486376467174,1380,-0.00945045097336789,0.0200880331799967
"HCT","hetroscedastic","corSymm","Placebo - Xanomeline Low Dose","WEEK 24",0.00526949960280508,0.00552658363639105,1380,-0.00769717523469984,0.01823617444031
"HCT","hetroscedastic","corSymm","Placebo - Xanomeline High Dose","WEEK 24",0.00214021536603954,0.00531821939857715,1380,-0.0103375875937819,0.014618018325861
"HCT","hetroscedastic","corSymm","Xanomeline Low Dose - Xanomeline High Dose","WEEK 24",-0.00312928423676553,0.00615855298057777,1380,-0.017578708912594,0.0113201404390629
"HCT","hetroscedastic","corSymm","Placebo - Xanomeline Low Dose","WEEK 26",0.00142125810707736,0.00645090006862212,1380,-0.0137140821143698,0.0165565983285245
"HCT","hetroscedastic","corSymm","Placebo - Xanomeline High Dose","WEEK 26",0.00808434608648636,0.00638427040821681,1380,-0.00689466516251569,0.0230633573354884
"HCT","hetroscedastic","corSymm","Xanomeline Low Dose - Xanomeline High Dose","WEEK 26",0.006663087979409,0.00736799286670776,1380,-0.0106239692685011,0.0239501452273191
"HGB","hetroscedastic","corCAR1","Placebo - Xanomeline Low Dose","WEEK 2",0.00466762828496483,0.0652757805715078,1434,-0.148478581173382,0.157813837743312
"HGB","hetroscedastic","corCAR1","Placebo - Xanomeline High Dose","WEEK 2",-0.0111215946623979,0.0655705318892126,1434,-0.16495933238198,0.142716143057184
"HGB","hetroscedastic","corCAR1","Xanomeline Low Dose - Xanomeline High Dose","WEEK 2",-0.0157892229473627,0.0665552692327801,1434,-0.171937293690296,0.140358847795571
"HGB","hetroscedastic","corCAR1","Placebo - Xanomeline Low Dose","WEEK 4",0.0677096175230074,0.0710341992077609,1434,-0.0989466561413187,0.234365891187334
"HGB","hetroscedastic","corCAR1","Placebo - Xanomeline High Dose","WEEK 4",-0.0692065335765912,0.0712640033326143,1434,-0.236401960205938,0.0979888930527559
"HGB","hetroscedastic","corCAR1","Xanomeline Low Dose - Xanomeline High Dose","WEEK 4",-0.136916151099599,0.07311642358895,1434,-0.30845761753265,0.0346253153334533
"HGB","hetroscedastic","corCAR1","Placebo - Xanomeline Low Dose","WEEK 6",0.118114229275217,0.0720485699311515,1434,-0.050921901510888,0.287150360061322
"HGB","hetroscedastic","corCAR1","Placebo - Xanomeline High Dose","WEEK 6",0.0421151917775973,0.0712450219381419,1434,-0.125035701816859,0.209266085372054
"HGB","hetroscedastic","corCAR1","Xanomeline Low Dose - Xanomeline High Dose","WEEK 6",-0.0759990374976199,0.0745211991249789,1434,-0.250836305935628,0.098838230940388
"HGB","hetroscedastic","corCAR1","Placebo - Xanomeline Low Dose","WEEK 8",0.089317575350314,0.0679345799102175,1434,-0.0700665532392748,0.248701703939903
"HGB","hetroscedastic","corCAR1","Placebo - Xanomeline High Dose","WEEK 8",0.0178234403215629,0.0683888322849401,1434,-0.142626428558179,0.178273309201304
"HGB","hetroscedastic","corCAR1","Xanomeline Low Dose - Xanomeline High Dose","WEEK 8",-0.0714941350287511,0.0719861550530194,1434,-0.240383831686975,0.097395561629473
"HGB","hetroscedastic","corCAR1","Placebo - Xanomeline Low Dose","WEEK 12",0.0350631127680602,0.0759658305742239,1434,-0.143163465281862,0.213289690817982
"HGB","hetroscedastic","corCAR1","Placebo - Xanomeline High Dose","WEEK 12",-0.0613356487173737,0.0761952439835865,1434,-0.240100463058538,0.117429165623791
"HGB","hetroscedastic","corCAR1","Xanomeline Low Dose - Xanomeline High Dose","WEEK 12",-0.0963987614854339,0.0813121405753664,1434,-0.287168538622302,0.0943710156514339
"HGB","hetroscedastic","corCAR1","Placebo - Xanomeline Low Dose","WEEK 16",0.140438151351747,0.0793642591300044,1434,-0.0457616205363187,0.326637923239813
"HGB","hetroscedastic","corCAR1","Placebo - Xanomeline High Dose","WEEK 16",0.146743006504665,0.0816966692350035,1434,-0.0449289292297089,0.338414942239039
"HGB","hetroscedastic","corCAR1","Xanomeline Low Dose - Xanomeline High Dose","WEEK 16",0.00630485515291818,0.090343324923869,1434,-0.205653357231807,0.218263067537643
"HGB","hetroscedastic","corCAR1","Placebo - Xanomeline Low Dose","WEEK 20",0.101374308039531,0.0936603525684559,1434,-0.118366120137781,0.321114736216843
"HGB","hetroscedastic","corCAR1","Placebo - Xanomeline High Dose","WEEK 20",0.130465288075656,0.0931901273531995,1434,-0.088171925269482,0.349102501420793
"HGB","hetroscedastic","corCAR1","Xanomeline Low Dose - Xanomeline High Dose","WEEK 20",0.0290909800361241,0.108261502406418,1434,-0.224905809870446,0.283087769942695
"HGB","hetroscedastic","corCAR1","Placebo - Xanomeline Low Dose","WEEK 24",0.020453839926572,0.0859240372359101,1434,-0.181136098773927,0.222043778627071
"HGB","hetroscedastic","corCAR1","Placebo - Xanomeline High Dose","WEEK 24",-0.0288526260943185,0.0827251193584196,1434,-0.222937451213379,0.165232199024742
"HGB","hetroscedastic","corCAR1","Xanomeline Low Dose - Xanomeline High Dose","WEEK 24",-0.0493064660208904,0.098501773970294,1434,-0.280405553253528,0.181792621211747
"HGB","hetroscedastic","corCAR1","Placebo - Xanomeline Low Dose","WEEK 26",0.15102606270704,0.0947444564847182,1434,-0.0712578265209232,0.373309951935004
"HGB","hetroscedastic","corCAR1","Placebo - Xanomeline High Dose","WEEK 26",0.216871967333369,0.0931391850238955,1434,-0.00164572810534774,0.435389662772086
"HGB","hetroscedastic","corCAR1","Xanomeline Low Dose - Xanomeline High Dose","WEEK 26",0.0658459046263285,0.110263621864287,1434,-0.192848140574179,0.324539949826836
"HGB","hetroscedastic","corCompSymm","Placebo - Xanomeline Low Dose","WEEK 2",0.00262569713568546,0.065157970988275,1434,-0.150244114385295,0.155495508656666
"HGB","hetroscedastic","corCompSymm","Placebo - Xanomeline High Dose","WEEK 2",-0.010193633160876,0.0656086336264839,1434,-0.164120762942656,0.143733496620904
"HGB","hetroscedastic","corCompSymm","Xanomeline Low Dose - Xanomeline High Dose","WEEK 2",-0.0128193302965614,0.0665078151688083,1434,-0.168856067096691,0.143217406503568
"HGB","hetroscedastic","corCompSymm","Placebo - Xanomeline Low Dose","WEEK 4",0.0614482890396543,0.0734559088680591,1434,-0.110889657852264,0.233786235931573
"HGB","hetroscedastic","corCompSymm","Placebo - Xanomeline High Dose","WEEK 4",-0.0684347703351691,0.0737311773240148,1434,-0.241418535940307,0.104548995269968
"HGB","hetroscedastic","corCompSymm","Xanomeline Low Dose - Xanomeline High Dose","WEEK 4",-0.129883059374823,0.075758996244804,1434,-0.307624374847122,0.047858256097475
"HGB","hetroscedastic","corCompSymm","Placebo - Xanomeline Low Dose","WEEK 6",0.115525620002894,0.0714775891072623,1434,-0.0521709090490545,0.283222149054842
"HGB","hetroscedastic","corCompSymm","Placebo - Xanomeline High Dose","WEEK 6",0.0386032418650818,0.0708223552620147,1434,-0.127556015953494,0.204762499683658
"HGB","hetroscedastic","corCompSymm","Xanomeline Low Dose - Xanomeline High Dose","WEEK 6",-0.0769223781378119,0.0737949796029114,1434,-0.250055832909165,0.0962110766335412
"HGB","hetroscedastic","corCompSymm","Placebo - Xanomeline Low Dose","WEEK 8",0.0887777132915475,0.0669341701710856,1434,-0.0682593126190403,0.245814739202135
"HGB","hetroscedastic","corCompSymm","Placebo - Xanomeline High Dose","WEEK 8",0.0145241459056412,0.0675410579355202,1434,-0.143936724497898,0.17298501630918
"HGB","hetroscedastic","corCompSymm","Xanomeline Low Dose - Xanomeline High Dose","WEEK 8",-0.0742535673859064,0.0707098984166841,1434,-0.240148985546967,0.0916418507751545
"HGB","hetroscedastic","corCompSymm","Placebo - Xanomeline Low Dose","WEEK 12",0.0332071614273944,0.0723792923618896,1434,-0.136604890936468,0.203019213791257
"HGB","hetroscedastic","corCompSymm","Placebo - Xanomeline High Dose","WEEK 12",-0.0801996543927978,0.0725100023356091,1434,-0.250318370833877,0.0899190620482811
"HGB","hetroscedastic","corCompSymm","Xanomeline Low Dose - Xanomeline High Dose","WEEK 12",-0.113406815820192,0.0768136129694661,1434,-0.293622411222953,0.0668087795825687
"HGB","hetroscedastic","corCompSymm","Placebo - Xanomeline Low Dose","WEEK 16",0.11869786320592,0.0781354828608915,1434,-0.0646190258389318,0.302014752250771
"HGB","hetroscedastic","corCompSymm","Placebo - Xanomeline High Dose","WEEK 16",0.122545561727351,0.079987133639165,1434,-0.0651155618168881,0.31020668527159
"HGB","hetroscedastic","corCompSymm","Xanomeline Low Dose - Xanomeline High Dose","WEEK 16",0.00384769852143109,0.087595782714792,1434,-0.201664391412318,0.20935978845518
"HGB","hetroscedastic","corCompSymm","Placebo - Xanomeline Low Dose","WEEK 20",0.0615058595012681,0.0898882162774263,1434,-0.149384603658795,0.272396322661331
"HGB","hetroscedastic","corCompSymm","Placebo - Xanomeline High Dose","WEEK 20",0.127976441684,0.0887294562805096,1434,-0.0801954067058368,0.336148290073837
"HGB","hetroscedastic","corCompSymm","Xanomeline Low Dose - Xanomeline High Dose","WEEK 20",0.0664705821827318,0.101527585337764,1434,-0.171727486286237,0.304668650651701
"HGB","hetroscedastic","corCompSymm","Placebo - Xanomeline Low Dose","WEEK 24",-0.0247358476904121,0.0797012586885433,1434,-0.211726268185473,0.162254572804649
"HGB","hetroscedastic","corCompSymm","Placebo - Xanomeline High Dose","WEEK 24",-0.0473427954800593,0.0764162786293553,1434,-0.226626188348544,0.131940597388426
"HGB","hetroscedastic","corCompSymm","Xanomeline Low Dose - Xanomeline High Dose","WEEK 24",-0.0226069477896472,0.0891302280072903,1434,-0.231719063308841,0.186505167729547
"HGB","hetroscedastic","corCompSymm","Placebo - Xanomeline Low Dose","WEEK 26",0.104646304555593,0.0886977296603344,1434,-0.103451108698023,0.312743717809209
"HGB","hetroscedastic","corCompSymm","Placebo - Xanomeline High Dose","WEEK 26",0.187050629921724,0.0872382489086885,1434,-0.0176226351572544,0.391723895000702
"HGB","hetroscedastic","corCompSymm","Xanomeline Low Dose - Xanomeline High Dose","WEEK 26",0.082404325366131,0.100925247931759,1434,-0.154380574394061,0.319189225126324
"HGB","hetroscedastic","corSymm","Placebo - Xanomeline Low Dose","WEEK 2",-0.00123090498541592,0.065257719381976,1444,-0.154333636337519,0.151871826366687
"HGB","hetroscedastic","corSymm","Placebo - Xanomeline High Dose","WEEK 2",-0.0181754104778844,0.065716936028183,1444,-0.172355521234025,0.136004700278257
"HGB","hetroscedastic","corSymm","Xanomeline Low Dose - Xanomeline High Dose","WEEK 2",-0.0169445054924685,0.0666620286070234,1444,-0.173341921060537,0.1394529100756
"HGB","hetroscedastic","corSymm","Placebo - Xanomeline Low Dose","WEEK 4",0.0614605710177066,0.0711342183836839,1444,-0.105429158355015,0.228350300390428
"HGB","hetroscedastic","corSymm","Placebo - Xanomeline High Dose","WEEK 4",-0.0772823515538955,0.0715425835316571,1444,-0.24513015638705,0.090565453279259
"HGB","hetroscedastic","corSymm","Xanomeline Low Dose - Xanomeline High Dose","WEEK 4",-0.138742922571602,0.0734424453672619,1444,-0.311048039719337,0.0335621945761328
"HGB","hetroscedastic","corSymm","Placebo - Xanomeline Low Dose","WEEK 6",0.112916304733931,0.0716125771904442,1444,-0.0550957139338336,0.280928323401696
"HGB","hetroscedastic","corSymm","Placebo - Xanomeline High Dose","WEEK 6",0.0339759366713452,0.071103106474762,1444,-0.132840800290997,0.200792673633688
"HGB","hetroscedastic","corSymm","Xanomeline Low Dose - Xanomeline High Dose","WEEK 6",-0.0789403680625861,0.0740720340942651,1444,-0.252722578719649,0.0948418425944772
"HGB","hetroscedastic","corSymm","Placebo - Xanomeline Low Dose","WEEK 8",0.0825938336275166,0.0665287413041963,1444,-0.0734908733397819,0.238678540594815
"HGB","hetroscedastic","corSymm","Placebo - Xanomeline High Dose","WEEK 8",0.00900233214977303,0.0671225195775358,1444,-0.148475452545751,0.166480116845297
"HGB","hetroscedastic","corSymm","Xanomeline Low Dose - Xanomeline High Dose","WEEK 8",-0.0735915014777436,0.070340942672638,1444,-0.238620107304827,0.0914371043493401
"HGB","hetroscedastic","corSymm","Placebo - Xanomeline Low Dose","WEEK 12",0.038199862469675,0.0714385084378358,1444,-0.129403769240657,0.205803494180007
"HGB","hetroscedastic","corSymm","Placebo - Xanomeline High Dose","WEEK 12",-0.0792112646658556,0.0716105176891163,1444,-0.247218451487189,0.0887959221554776
"HGB","hetroscedastic","corSymm","Xanomeline Low Dose - Xanomeline High Dose","WEEK 12",-0.117411127135531,0.0759877197818498,1444,-0.295687774833284,0.0608655205622232
"HGB","hetroscedastic","corSymm","Placebo - Xanomeline Low Dose","WEEK 16",0.127169179012913,0.076611967815931,1444,-0.0525720322638952,0.306910390289722
"HGB","hetroscedastic","corSymm","Placebo - Xanomeline High Dose","WEEK 16",0.132544364258731,0.0788047009584698,1444,-0.0523412718681697,0.317430000385632
"HGB","hetroscedastic","corSymm","Xanomeline Low Dose - Xanomeline High Dose","WEEK 16",0.00537518524581762,0.0867570302968502,1444,-0.198167605220034,0.20891797571167
"HGB","hetroscedastic","corSymm","Placebo - Xanomeline Low Dose","WEEK 20",0.0755265813567345,0.0900984713313282,1444,-0.135855645636712,0.286908808350181
"HGB","hetroscedastic","corSymm","Placebo - Xanomeline High Dose","WEEK 20",0.134414771777403,0.089340915732098,1444,-0.0751901354982897,0.344019679053096
"HGB","hetroscedastic","corSymm","Xanomeline Low Dose - Xanomeline High Dose","WEEK 20",0.0588881904206685,0.102247444870998,1444,-0.1809970405034,0.298773421344737
"HGB","hetroscedastic","corSymm","Placebo - Xanomeline Low Dose","WEEK 24",-0.0267733761990708,0.0781093109672368,1444,-0.210027540861431,0.156480788463289
"HGB","hetroscedastic","corSymm","Placebo - Xanomeline High Dose","WEEK 24",-0.0451937006737688,0.0753560309940228,1444,-0.221988327858138,0.1316009265106
"HGB","hetroscedastic","corSymm","Xanomeline Low Dose - Xanomeline High Dose","WEEK 24",-0.018420324474698,0.0872821443768137,1444,-0.223195097925479,0.186354448976083
"HGB","hetroscedastic","corSymm","Placebo - Xanomeline Low Dose","WEEK 26",0.108463747692822,0.0880600834308888,1444,-0.0981361675976114,0.315063662983256
"HGB","hetroscedastic","corSymm","Placebo - Xanomeline High Dose","WEEK 26",0.192803003825402,0.0875107635702516,1444,-0.0125081387060998,0.398114146356904
"HGB","hetroscedastic","corSymm","Xanomeline Low Dose - Xanomeline High Dose","WEEK 26",0.0843392561325796,0.101065623051847,1444,-0.152773273719537,0.321451785984696
"LYM","hetroscedastic","corCAR1","Placebo - Xanomeline Low Dose","WEEK 2",-0.127271416278993,0.0591931690578217,1433,-0.266147060118699,0.0116042275607134
"LYM","hetroscedastic","corCAR1","Placebo - Xanomeline High Dose","WEEK 2",-0.12080537399249,0.0592815974753165,1433,-0.259888483551785,0.0182777355668052
"LYM","hetroscedastic","corCAR1","Xanomeline Low Dose - Xanomeline High Dose","WEEK 2",0.00646604228650321,0.0601937809442821,1433,-0.134757180204214,0.147689264777221
"LYM","hetroscedastic","corCAR1","Placebo - Xanomeline Low Dose","WEEK 4",-0.0255038554306701,0.0680184550356794,1433,-0.185084882877179,0.134077172015839
"LYM","hetroscedastic","corCAR1","Placebo - Xanomeline High Dose","WEEK 4",0.0181034571049251,0.0680978907679549,1433,-0.141663937934994,0.177870852144844
